NOUN	WIKICONLL	REPUBBLICA	ITWAC
ideatore	0	1	0
diritti	0	1	3
poeta	0	1	2
seneca	7	2	0
manierista	0	1	0
amico	0	1	0
teppista	0	1	0
rossini	0	1	0
cure	0	1	0
avvenimenti	0	1	0
stile	0	1	1
religiosa	0	1	0
parlamentarismo	0	5	0
parlamentare	0	1	0
confessione	0	1	0
trappole	0	1	0
empirismo	0	1	0
monumenti	0	1	0
meccanica	0	1	0
moratoria	0	1	0
esperti	0	2	20
vendite	0	1	0
discoteche	0	1	0
progetti	0	1	0
manager	0	1	2
sinistra	1	3	9
sé	0	1	0
ambientalisti	0	1	10
capitalismo	0	3	0
antropologia	0	1	1
cambiamento	0	1	0
vittoria	0	1	1
scienze	10	1	20
hip	0	1	0
garantismo	0	2	0
stato	0	2	7
privato	0	1	4
miglio	0	2	0
motivazioni	0	1	0
alleanza	0	2	1
notizia	0	2	5
teorie	0	1	5
sportiva	0	1	0
confessioni	0	1	0
controlli	0	1	2
intervista	0	3	3
ricostruzioni	0	2	0
mussolini	0	1	0
events	0	1	0
verità	0	2	9
terzi	0	1	0
rivoluzione	0	2	2
castiglioni	0	1	0
interprete	0	1	0
interpreti	0	1	0
chiambretti	0	1	0
metropoli	0	1	0
fascisti	0	1	0
filosofia	0	1	17
noir	0	1	0
clericali	0	1	0
attualità	0	1	0
scientifiche	0	1	0
categoria	0	1	2
cattolici	0	1	1
consigli	0	2	1
vip	1	1	4
riposo	0	2	0
rigoristi	0	2	0
maggioranza	0	1	1
dottor	0	1	0
giacobino	0	1	0
prestigio	0	1	1
saggio	1	1	0
semplicità	0	1	0
politici	0	1	6
conti	0	1	0
pentito	0	1	0
sicurezze	0	1	0
partiti	0	1	1
ditte	0	1	1
santone	0	1	1
politica	0	1	5
celebrità	0	1	1
agenzie	0	1	6
incontinenza	0	1	7
professioniste	0	1	0
gradimento	0	1	0
parlamento	0	1	3
burattino	0	1	0
complicità	0	1	0
trilogia	0	1	3
scientificità	0	1	5
campagne	0	1	0
talpa	0	1	0
assassina	0	1	0
liberalismo	0	1	6
mistiche	0	1	0
aventino	0	1	0
opinioni	0	1	1
pentiti	0	1	0
conferenza	0	1	1
fiction	0	1	1
latino	0	1	1
farmaci	0	1	1
assenze	0	1	0
referendum	1	1	2
nike	0	1	0
privatizzazioni	0	1	0
terroristi	0	1	4
terapie	0	1	0
liberismo	0	1	1
missionari	0	1	0
rivincita	0	1	0
loira	0	1	0
macho	0	1	0
amici	0	1	4
operatori	0	1	3
diario	0	1	1
berlusconi	0	1	0
martirio	0	2	0
soluzione	0	2	9
chic	0	1	0
gioco	0	1	3
divinità	0	1	0
spiritualità	0	1	6
turismo	0	1	0
monovolume	0	1	0
visita	0	1	0
carattere	0	1	1
eroi	0	1	1
zar	0	1	0
consiglieri	0	1	0
rivelazioni	0	1	5
pagamenti	0	1	0
mozzarella	0	1	0
blake	0	1	0
ming	0	1	0
cristianesimo	0	1	4
religione	2	1	17
islamismo	0	1	1
ideologia	1	1	2
città	0	1	1
personaggi	0	1	1
azienda	0	1	0
vincitore	0	1	0
fedeli	0	1	0
concorrenza	0	1	0
materie	0	1	0
indiano	0	1	0
alfabetismo	0	1	0
remake	0	1	4
rottura	0	1	0
realisti	0	1	0
mitologia	0	1	0
vita	0	1	1
organismi	2	0	2
agent	1	0	0
storici	1	0	5
rifacimento	1	0	1
matteo	30	0	0
antichi	2	0	0
potenziale	2	0	1
moro	1	0	0
definizione	1	0	2
inglesi	1	0	0
domini	2	0	1
clementine	2	0	3
cupole	1	0	0
isidoro	19	0	1
cordata	1	0	0
codice	12	0	39
sram	1	0	0
stampante	1	0	0
nuraghi	1	0	2
sperimentalismo	1	0	1
scienziati	3	0	15
complemento	1	0	0
colonna	1	0	0
spazio	1	0	1
ritratti	2	0	0
senofonte	3	0	3
casualità	3	0	0
distruzione	1	0	0
umani	1	0	0
conchiglia	1	0	0
guscio	1	0	0
modernismo	1	0	1
cupola	3	0	3
distanze	1	0	1
random	7	0	9
stereo	1	0	0
proprietà	1	0	1
maniche	1	0	0
legittimazione	1	0	0
pene	8	0	0
fascista	1	0	2
arco	2	0	4
apollodoro	38	0	2
prefettura	1	0	0
appaltatore	1	0	2
correlazione	2	0	0
paralisi	1	0	0
wire	1	0	0
code	1	0	0
studi	1	0	3
algoritmo	2	0	0
cicerone	1	0	0
andrea	1	0	0
funzione	2	0	2
strumenti	1	0	0
dottrine	3	0	3
proposizioni	2	0	3
rockstar	1	0	0
storico	1	0	0
map	1	0	0
trance	1	0	1
biografo	1	0	0
tommaso	4	0	0
band	2	0	3
reality	3	0	1
schiavitù	1	0	0
seguito	2	0	0
ricostruzione	1	0	0
dominio	1	0	1
alfonso	1	0	0
elezioni	1	0	5
rumore	1	0	0
cancello	1	0	0
ballad	1	0	1
tirannide	1	0	0
rigore	1	0	0
uova	1	0	0
vite	1	0	0
aristotele	4	0	3
filesystem	2	0	4
people	1	0	0
colpo	1	0	0
capitolo	1	0	0
esistenza	1	0	0
ragazza	1	0	0
cappello	2	0	0
hit	1	0	0
professionisti	1	0	4
organizzazione	1	0	5
occhi	2	0	0
registro	1	0	1
archeologia	1	0	3
penisola	1	0	0
quantità	1	0	0
cripta	1	0	0
codino	1	0	0
pazienti	1	0	0
operazioni	5	0	2
barone	1	0	1
messianismo	1	0	2
film	1	0	5
cardinali	1	0	0
effetto	1	0	0
rivalità	4	0	0
comune	1	0	0
christ	1	0	0
autore	1	0	0
stemma	1	0	0
tettoia	1	0	0
consulenza	2	0	0
edicola	1	0	0
biografia	1	0	0
fasi	1	0	0
greco	1	0	1
paolo	1	0	0
cristo	1	0	0
imperatore	1	0	0
testo	1	0	0
vescovi	1	0	0
medicina	1	0	1
ife	1	0	0
dittatura	1	0	1
dexter	1	0	0
indipendenza	1	0	0
socialismo	1	0	0
invisibilità	1	0	0
filone	1	0	0
torri	1	0	0
pornografia	1	0	0
operazione	1	0	0
figura	1	0	0
prospettiva	1	0	0
ostruzione	1	0	13
praticanti	2	0	0
teoria	1	0	2
fantasmi	1	0	2
struttura	1	0	0
anastasia	1	0	0
portico	1	0	0
cariche	1	0	0
imperiali	1	0	0
record	1	0	0
gargoyles	2	0	0
economia	1	0	2
amminoacido	1	0	0
onda	1	0	0
ricerca	1	0	4
russo	2	0	1
foehn	1	0	3
ebraico	1	0	0
scienziato	1	0	3
artista	0	0	7
bisogni	0	0	3
tassisti	0	0	2
idealista	0	0	4
resoconto	0	0	1
diatriba	0	0	19
comici	0	0	2
mercato	0	0	4
alternativa	0	0	7
cloni	0	0	1
scrittrici	0	0	1
romanza	0	0	1
artisti	0	0	34
piste	0	0	74
studiosi	0	0	2
regni	0	0	1
repubblicano	0	0	1
avventura	0	0	1
depressione	0	0	2
soul	0	0	1
giornalisti	0	0	15
liste	0	0	3
meeting	0	0	1
storie	0	0	3
ambientaliste	0	0	1
comunità	0	0	5
primarie	0	0	4
logica	0	0	5
forma	0	0	1
illuminismo	0	0	1
top	0	0	1
piloti	0	0	1
ragionamenti	0	0	4
analisi	0	0	6
giocatori	0	0	4
esame	0	0	1
luce	0	0	1
programma	0	0	3
linguaggio	0	0	9
allergia	0	0	1
cacciatori	0	0	5
autorità	0	0	3
profeta	0	0	3
capitale	0	0	1
mamma	0	0	3
casa	0	0	5
sviluppo	0	0	5
onnipotenza	0	0	2
devolution	0	0	2
posta	0	0	2
classe	0	0	17
suocera	0	0	1
organizzazioni	0	0	1
garanzie	0	0	1
giornalista	0	0	8
nick	0	0	1
batteria	0	0	1
amori	0	0	1
class	0	0	1
offerte	0	0	2
certezze	0	0	10
regolamento	0	0	2
lesbiche	0	0	1
ragazzo	0	0	10
pluralismo	0	0	1
sociologi	0	0	1
federalismo	0	0	14
auto	0	0	1
file	0	0	8
amore	0	0	4
poesia	0	0	2
mondi	0	0	1
antagonismo	0	0	3
ultras	0	0	5
concorsi	0	0	1
ordine	0	0	1
museo	0	0	1
invettiva	0	0	4
scioperanti	0	0	1
teismo	0	0	1
apertura	0	0	1
assistenzialismo	0	0	1
pacifisti	0	0	13
direttrice	0	0	3
ambientalista	0	0	5
carriera	0	0	1
programmatore	0	0	1
equilibrio	0	0	3
evidenza	0	0	3
elementi	0	0	12
pace	0	0	5
arbitro	0	0	1
purista	0	0	1
spiritualismo	0	0	3
elezione	0	0	2
ideali	0	0	1
cervello	0	0	1
cultori	0	0	1
attributi	0	0	20
vangelo	0	0	1
profezia	0	0	1
autori	0	0	3
religiosità	0	0	6
identità	0	0	4
esteta	0	0	3
invenzioni	0	0	2
comiche	0	0	2
detective	0	0	1
consulenze	0	0	1
strutturazione	0	0	1
polemica	0	0	2
prigione	0	0	1
governo	0	0	9
finale	0	0	2
peste	0	0	1
sapienza	0	0	2
fuoristrada	0	0	3
federalista	0	0	1
teologi	0	0	2
amica	0	0	3
spasimante	0	0	2
icone	0	0	2
obbedienza	0	0	1
cancellazione	0	0	2
produzione	0	0	1
racconto	0	0	1
mammiferi	0	0	3
garanzia	0	0	2
milizia	0	0	3
collezionisti	0	0	1
citazione	0	0	2
natura	0	0	2
pedagogia	0	0	3
insufficienza	0	0	2
garantista	0	0	2
dirigente	0	0	3
messia	0	0	2
democratizzazione	0	0	1
femminista	0	0	2
science	0	0	3
slip	0	0	1
smentita	0	0	2
genere	0	0	1
scooter	0	0	1
specialisti	0	0	1
committente	0	0	1
notizie	0	0	4
emergenza	0	0	1
spettacoli	0	0	1
carriere	0	0	9
panico	0	0	1
bergamasco	0	0	1
aste	0	0	1
tecnici	0	0	2
normalità	0	0	3
critica	0	0	6
professori	0	0	3
neutralità	0	0	1
monologhi	0	0	2
guide	0	0	1
temperatura	0	0	6
adolescenti	0	0	1
motociclisti	0	0	5
interpretazione	0	0	2
concorso	0	0	6
università	0	0	7
scopritori	0	0	1
anarchici	0	0	2
mozzarelle	0	0	4
capi	0	0	2
controparte	0	0	2
sofisticazione	0	0	2
concetto	0	0	4
filosofi	0	0	11
istituzioni	0	0	2
amministratori	0	0	1
pescatore	0	0	12
costituzione	0	0	2
ecstasy	0	0	1
estasi	0	0	2
buono	0	0	1
dirigenti	0	0	4
griffe	0	0	3
mediatori	0	0	1
imitazione	0	0	1
collaborazione	0	0	1
cartello	0	0	3
dubbio	0	0	2
informazioni	0	0	5
segreti	0	0	2
investigatori	0	0	1
maestro	0	0	2
intellettuale	0	0	5
scuderia	0	0	1
innovazione	0	0	1
vescovo	0	0	2
benessere	0	0	2
dispositivo	0	0	1
cantautore	0	0	1
veline	0	0	1
retorica	0	0	5
congetture	0	0	3
castello	0	0	3
integrazione	0	0	1
difensore	0	0	1
clown	0	0	1
ricercatori	0	0	2
recensione	0	0	2
direttori	0	0	1
privatizzazione	0	0	1
demetrio	0	0	4
filosofo	0	0	2
certezza	0	0	1
logiche	0	0	3
precari	0	0	1
garantisti	0	0	1
presidenzialismo	0	0	1
verifica	0	0	1
formazione	0	0	3
moderati	0	0	1
presidente	0	0	4
flusso	0	0	1
opposizione	0	0	6
vincoli	0	0	11
felicità	0	0	7
pianificazione	0	0	1
videoclip	0	0	1
taumaturgo	0	0	2
religioni	0	0	4
conoscenza	0	0	6
matrimonio	0	0	11
associazioni	0	0	4
fascismo	0	0	1
patrioti	0	0	1
arredo	0	0	1
coscienza	0	0	2
avversario	0	0	1
cessionario	0	0	2
cugini	0	0	2
artrosi	0	0	4
diritto	0	0	4
libertà	0	0	16
ragioni	0	0	1
norme	0	0	1
dialettica	0	0	2
criticità	0	0	1
iniziazione	0	0	2
protagonisti	0	0	3
sublime	0	0	2
oggettività	0	0	2
romanticismo	0	0	2
protesta	0	0	1
fidanzata	0	0	2
aiuti	0	0	2
statistiche	0	0	1
progressiste	0	0	1
sonic	0	0	1
fonti	0	0	1
paesaggio	0	0	1
nutrizionista	0	0	1
nazisti	0	0	1
sequel	0	0	5
francobolli	0	0	1
puff	0	0	1
risse	0	0	2
dogma	0	0	4
argomento	0	0	1
assemblee	0	0	8
rinnovamento	0	0	9
scrittura	0	0	2
razza	0	0	1
ultimatum	0	0	1
toscano	0	0	1
istruzioni	0	0	4
uomini	0	0	3
limitazione	0	0	1
ballerino	0	0	1
nome	0	0	3
razionalismo	0	0	1
futuristi	0	0	1
architettura	0	0	1
allenatori	0	0	4
tubo	0	0	1
monaco	0	0	3
rinascimento	0	0	2
foglietto	0	0	2
horror	0	0	5
acquari	0	0	1
evoluzione	0	0	1
presentazione	0	0	2
lingue	0	0	1
scoperta	0	0	1
tracce	0	0	1
gazebo	0	0	1
iniziative	0	0	2
fraternità	0	0	1
commedie	0	0	1
giustificazioni	0	0	2
valutazione	0	0	2
valore	0	0	1
parole	0	0	1
danzatrice	0	0	1
incontro	0	0	2
arte	0	0	5
culto	0	0	1
blues	0	0	1
dita	0	0	1
stati	0	0	4
libro	0	0	2
diagnosi	0	0	1
innovazioni	0	0	3
terrorismo	0	0	2
regimi	0	0	3
scrittore	0	0	2
applicazione	0	0	1
paesi	0	0	1
leggi	0	0	1
medici	0	0	2
vettori	0	0	1
chat	0	0	1
tema	0	0	1
ministri	0	0	2
deputati	0	0	1
simulatori	0	0	1
ali	0	0	1
egiziani	0	0	1
locandina	0	0	1
comunicato	0	0	1
apostoli	0	0	1
scommesse	0	0	1
macelleria	0	0	1
obiezioni	0	0	1
pizza	0	0	1
programmi	0	0	1
partito	0	0	2
campione	0	0	2
progetto	0	0	2
cartoni	0	0	2
aristotelismo	0	0	1
scusa	0	0	1
guida	0	0	1
sentimentale	0	0	1
scrittori	0	0	3
redattore	0	0	2
coreografia	0	0	1
categorie	0	0	1
contrasto	0	0	4
animali	0	0	2
incarnazione	0	0	1
thriller	0	0	1
sufi	0	0	1
comico	0	0	3
studenti	0	0	3
rene	0	0	1
cooperative	0	0	6
missione	0	0	2
evento	0	0	9
ufficio	0	0	1
pubblicità	0	0	1
drogati	0	0	1
negoziati	0	0	1
criteri	0	0	1
motivazione	0	0	3
ricerche	0	0	3
utopia	0	0	3
suoceri	0	0	1
presenza	0	0	3
imprese	0	0	1
sondaggio	0	0	5
materialismo	0	0	2
prove	0	0	1
progresso	0	0	2
perfezione	0	0	2
grunge	0	0	2
giustificazione	0	0	3
dilemma	0	0	2
religion	0	0	4
sinistri	0	0	1
documento	0	0	1
lettori	0	0	2
legge	0	0	2
metodo	0	0	1
moderatori	0	0	1
assoli	0	0	2
matematici	0	0	1
centrodestra	0	0	3
incremento	0	0	1
camembert	0	0	1
femministe	0	0	1
comitato	0	0	1
democrazie	0	0	7
professionismo	0	0	1
nazione	0	0	1
appalto	0	0	1
biblioteche	0	0	1
legami	0	0	3
fattoria	0	0	4
movimenti	0	0	4
astrazioni	0	0	1
ecologisti	0	0	1
ricchezza	0	0	3
letterati	0	0	1
bibliotecario	0	0	1
mense	0	0	1
compilazione	0	0	1
nazi	0	0	1
opposizioni	0	0	1
animalista	0	0	1
combattimento	0	0	1
stabilità	0	0	1
trasformazione	0	0	1
normalizzazione	0	0	1
studio	0	0	1
solitudine	0	0	1
errore	0	0	1
registrazione	0	0	2
stabilizzazione	0	0	8
tantra	0	0	1
citazioni	0	0	1
aristocrazia	0	0	3
ritratto	0	0	2
confutazione	0	0	1
scrittrice	0	0	1
adozione	0	0	1
dvd	0	0	1
critico	0	0	6
esperienze	0	0	1
lentezza	0	0	1
fenomeni	0	0	1
terapia	0	0	1
sfogo	0	0	1
esoterismo	0	0	4
venditore	0	0	1
polizia	0	0	1
star	0	0	1
marxismo	0	0	1
navigazione	0	0	1
assist	0	0	3
figure	0	0	1
autonomia	0	0	2
parodia	0	0	2
coalizione	0	0	2
probabilità	0	0	1
ufologi	0	0	4
ingegnere	0	0	1
corpo	0	0	1
superiorità	0	0	1
genitori	0	0	5
rissa	0	0	1
novità	0	0	2
bravura	0	0	4
training	0	0	1
classi	0	0	10
persone	0	0	1
sicurezza	0	0	1
legalità	0	0	6
indipendentisti	0	0	1
zoo	0	0	4
filtro	0	0	1
navi	0	0	1
filologo	0	0	1
tifoso	0	0	2
link	0	0	1
amministratore	0	0	2
accordo	0	0	1
credenze	0	0	1
signori	0	0	1
mutazioni	0	0	1
disco	0	0	3
archi	0	0	1
volte	0	0	1
psicologi	0	0	1
villaggio	0	0	1
devoti	0	0	3
dollari	0	0	2
soggetti	0	0	1
coraggio	0	0	1
sistema	0	0	4
dance	0	0	1
satira	0	0	1
play	0	0	1
bellezza	0	0	1
interazione	0	0	1
membrana	0	0	2
ossessione	0	0	1
samurai	0	0	1
realizzazioni	0	0	1
villa	0	0	1
società	0	0	5
terminali	0	0	9
terminale	0	0	4
schiavi	0	0	1
privati	0	0	1
inventario	0	0	1
relazione	0	0	1
misticismo	0	0	4
critici	0	0	5
emulazione	0	0	1
trasparenza	0	0	1
testimonianze	0	0	1
recensioni	0	0	4
pubertà	0	0	1
altezza	0	0	1
adattamenti	0	0	1
atleti	0	0	1
progressismo	0	0	1
populismo	0	0	1
giustizialista	0	0	2
fanatici	0	0	1
ambiente	0	0	1
governanti	0	0	1
induzione	0	0	1
geni	0	0	3
liberal	0	0	1
design	0	0	2
intellettualità	0	0	4
avanguardia	0	0	1
socialità	0	0	1
californiana	0	0	1
ricordi	0	0	1
processo	0	0	1
dati	0	0	1
liberali	0	0	5
capolavori	0	0	1
moralismo	0	0	3
sincronizzazione	0	0	1
consulente	0	0	2
mistica	0	0	1
depressi	0	0	1
apprendimento	0	0	2
contratti	0	0	1
cinema	0	0	1
progressista	0	0	2
cavaliere	0	0	1
coltura	0	0	1
contestatori	0	0	1
pacifismo	0	0	3
attributo	0	0	8
working	0	0	5
fuoriclasse	0	0	4
appartamento	0	0	1
utopie	0	0	1
godimento	0	0	1
rock	0	0	4
barboni	0	0	2
polizze	0	0	1
rifugiati	0	0	1
gente	0	0	2
lavoro	0	0	1
provocazioni	0	0	1
carosello	0	0	1
competizione	0	0	1
virus	0	0	1
insetto	0	0	1
infermieri	0	0	3
consulenti	0	0	5
carovana	0	0	1
liberisti	0	0	1
aquila	0	0	1
header	0	0	1
intestazione	0	0	1
merito	0	0	2
ideologi	0	0	1
razionalità	0	0	2
comparazione	0	0	1
reggenti	0	0	2
comunisti	0	0	2
coppia	0	0	2
scrupoli	0	0	1
pacifista	0	0	1
opinionista	0	0	2
censimento	0	0	1
mit	0	0	1
avanguardie	0	0	3
traduttore	0	0	2
nodi	0	0	1
organi	0	0	1
organo	0	0	1
dimostrazione	0	0	2
scopo	0	0	1
sport	0	0	1
donne	0	0	1
corsi	0	0	1
zombi	0	0	1
campagna	0	0	2
liberalizzazione	0	0	2
inedito	0	0	1
chiesa	0	0	1
vignette	0	0	3
discipline	0	0	1
rifiuti	0	0	1
animalisti	0	0	1
costituzionalismo	0	0	1
sostenitori	0	0	1
teologia	0	0	2
pensione	0	0	1
colori	0	0	4
sindacato	0	0	3
figli	0	0	1
messaggio	0	0	1
autobiografia	0	0	1
vampiri	0	0	1
americanizzazione	0	0	2
giornalismo	0	0	1
pagode	0	0	1
zombie	0	0	1
disegnatore	0	0	1
interconnessione	0	0	1
spiegazioni	0	0	1
cartella	0	0	1
promessa	0	0	1
protagonista	0	0	1
modello	0	0	1
amante	0	0	6
grasso	0	0	1
primavera	0	0	1
volta	0	0	2
proporzionalismo	0	0	1
candidati	0	0	1
media	0	0	1
classiche	0	0	2
sperimentazione	0	0	2
scuole	0	0	2
conclusione	0	0	2
umanesimo	0	0	4
attacchi	0	0	1
erba	0	0	1
sfigato	0	0	1
amicizia	0	0	1
sciopero	0	0	1
profondità	0	0	1
stratega	0	0	1
catastrofe	0	0	1
servizio	0	0	1
dotazione	0	0	1
plebiscito	0	0	1
lager	0	0	1
poesie	0	0	3
clienti	0	0	1
diga	0	0	1
convinzioni	0	0	2
colpi	0	0	1
tradizione	0	0	2
intolleranza	0	0	1
creatori	0	0	1
fans	0	0	1
snob	0	0	2
liberiste	0	0	1
industria	0	0	1
droga	0	0	1
cellule	0	0	1
scelte	0	0	2
amazzone	0	0	1
sessioni	0	0	1
localizzazione	0	0	1
blog	0	0	1
mercurio	0	0	1
convivenza	0	0	1
interrogazioni	0	0	1
naturalisti	0	0	1
talenti	0	0	1
americani	0	0	1
ricercatore	0	0	1
vitamina	0	0	1
riti	0	0	1
perdono	0	0	1
trasmissione	0	0	1
oggetti	0	0	1
fantasma	0	0	2
regista	0	0	2
compagni	0	0	2
chef	0	0	1
etica	0	0	2
satanisti	0	0	3
satelliti	0	0	1
appelli	0	0	1
scoop	0	0	4
concilio	0	0	1
chitarre	0	0	1
test	0	0	1
ciclisti	0	0	1
maschera	0	0	1
elettronica	0	0	1
sito	0	0	1
donna	0	0	1
jazz	0	0	1
pensiero	0	0	1
realismo	0	0	1
articolo	0	0	2
socialisti	0	0	1
concittadini	0	0	1
eroe	0	0	2
elicottero	0	0	1
astrologi	0	0	1
dottrina	0	0	1
colossal	0	0	1
raccolta	0	0	1
esaltazione	0	0	1
adorazione	0	0	1
musicisti	0	0	1
circuito	0	0	1
festa	0	0	2
nazionalisti	0	0	2
matrimoni	0	0	4
patriarca	0	0	3
tg	0	0	2
salvataggio	0	0	1
capitalisti	0	0	1
comandi	0	0	1
istruzione	0	0	2
conversione	0	0	1
omaggio	0	0	1
battaglie	0	0	1
nodo	0	0	1
demagogia	0	0	1
funky	0	0	1
dibattiti	0	0	1
appartenenza	0	0	1
dialogo	0	0	5
immagini	0	0	1
colloquio	0	0	2
flirt	0	0	1
giardiniere	0	0	1
franchising	0	0	2
psichedelia	0	0	1
malattia	0	0	1
golpe	0	0	2
valorizzazione	0	0	1
circo	0	0	2
argomentazione	0	0	2
argomentazioni	0	0	1
speranza	0	0	1
principio	0	0	1
serbatoi	0	0	2
cinismo	0	0	2
risposta	0	0	1
restaurazione	0	0	1
titolo	0	0	2
alternativi	0	0	1
medium	0	0	1
iman	0	0	2
fiabe	0	0	2
profeti	0	0	3
valutazioni	0	0	1
fuochi	0	0	1
riflessioni	0	0	1
canzoni	0	0	1
critiche	0	0	1
esperimento	0	0	1
asfalto	0	0	1
psicologia	0	0	1
psicoterapia	0	0	1
collasso	0	0	1
maturazione	0	0	1
alien	0	0	1
economisti	0	0	1
decisionalità	0	0	1
ologramma	0	0	2
modernità	0	0	3
facce	0	0	1
vintage	0	0	1
attrici	0	0	1
fenomeno	0	0	1
porcellana	0	0	1
riassunto	0	0	1
colto	0	0	2
sorelle	0	0	1
partita	0	0	1
risposte	0	0	1
carità	0	0	1
logos	0	0	1
dizionario	0	0	1
maghi	0	0	1
aristocratici	0	0	1
censura	0	0	1
serratura	0	0	1
omosessualità	0	0	1
carrier	0	0	1
rete	0	0	1
violenza	0	0	1
venditori	0	0	1
cristiani	0	0	1
candidatura	0	0	1
suoni	0	0	1
bagnino	0	0	1
nevrosi	0	0	1
osservazione	0	0	1
educazione	0	0	1
bara	0	0	1
periferia	0	0	1
antropologo	0	0	1
surf	0	0	1
dispositivi	0	0	1
gratuità	0	0	1
ambasciatore	0	0	1
individuo	0	0	1
morale	0	0	1
dolo	0	0	1
colpa	0	0	1
scandalo	0	0	1
statua	0	0	1
manifesto	0	0	1
ideologie	0	0	5
partecipazione	0	0	1
anoressia	0	0	1
alchimia	0	0	1
contenitore	0	0	1
bolscevichi	0	0	1
fine	0	0	1
streghe	0	0	1
allevamento	0	0	1
alleato	0	0	1
hippy	0	0	1
cristallo	0	0	1
circolare	0	0	1
talento	0	0	1
contenzioso	0	0	1
embrione	0	0	2
tregua	0	0	1
monaci	0	0	1
gruppo	0	0	1
nostalgici	0	0	1
ebay	0	0	1
giocatore	0	0	1
testi	0	0	1
consensi	0	0	1
elemento	0	0	2
opinionisti	0	0	1
tomba	0	0	1
history	0	0	1
albergo	0	0	1
lite	0	0	1
napster	0	0	1
bulgaro	0	0	1
accademici	0	0	1
repubblica	0	0	1
difesa	0	0	1
tastierista	0	0	1
operai	0	0	1
impero	0	0	2
specialità	0	0	1
clone	0	0	1
aule	0	0	1
potenza	0	0	1
metallari	0	0	2
addestratori	0	0	1
automobilisti	0	0	1
catalogo	0	0	1
nipoti	0	0	1
casco	0	0	1
estetista	0	0	1
surplus	0	0	1
anonimo	0	0	1
dittatore	0	0	1
programmatori	0	0	1
estremisti	0	0	1
famigliari	0	0	1
sfida	0	0	1
distribuzione	0	0	1
compratori	0	0	1
balla	0	0	1
deejay	0	0	1
campioni	0	0	2
diari	0	0	1
cassetta	0	0	1
materiale	0	0	2
manifestazioni	0	0	1
spaghetti	0	0	1
esorcista	0	0	2
motto	0	0	1
archivi	0	0	1
aeroporto	0	0	1
dibattito	0	0	1
sociologia	0	0	1
concezioni	0	0	1
omogeneità	0	0	1
mediazione	0	0	1
bando	0	0	1
esponenti	0	0	1
messaggi	0	0	3
hacker	0	0	1
allenatore	0	0	1
acronimo	0	0	1
registi	0	0	2
razzismo	0	0	1
emancipazione	0	0	1
fusioni	0	0	1
sogno	0	0	1
automa	0	0	1
soci	0	0	1
allievi	0	0	1
atmosfera	0	0	1
lesbica	0	0	1
solidarietà	0	0	1
modernizzazione	0	0	1
nipponici	0	0	2
preparazione	0	0	1
decreto	0	0	1
amicizie	0	0	1
discorso	0	0	2
soggettività	0	0	1
sanitari	0	0	1
curriculum	0	0	1
spettacolo	0	0	1
regalo	0	0	1
forme	0	0	1
innocenza	0	0	1
zampe	0	0	1
cazzate	0	0	2
avvocato	0	0	1
requisiti	0	0	1
scoperte	0	0	1
strutture	0	0	1
poliziesco	0	0	1
urgenza	0	0	2
riformismo	0	0	1
federalisti	0	0	1
vampiro	0	0	1
laici	0	0	1
agenti	0	0	1
cantanti	0	0	1
ricevuta	0	0	1
dimostrazioni	0	0	1
sesso	0	0	1
moglie	0	0	2
credito	0	0	1
moralisti	0	0	1
