NOUN	WIKICONLL	ITWAC	REPUBBLICA
alunni	16	80	8
first	2	1	17
partigiano	2	9	7
paziente	2	3	5
berretto	0	1	2
cappellano	0	2	1
ostaggi	1	24	6
detenuti	13	110	26
firma	0	1	1
adepti	0	3	3
ferroviere	0	5	1
beatle	21	23	28
leader	24	100	94
nazista	1	1	5
colonnello	5	39	34
segretaria	4	4	20
colonia	31	131	42
mariti	1	5	5
giovane	0	32	3
corridore	1	11	2
saltatore	0	1	4
agente	62	68	64
novo	197	119	30
musicista	1	6	1
aequo	12	0	28
ragazzina	0	7	2
lc	0	1	9
presentatore	0	0	4
padroni	2	6	4
amante	31	50	43
difensore	1	2	6
studentessa	2	6	5
appartenenti	8	10	4
fossati	0	0	3
natali	0	0	1
ventenni	0	0	1
allievo	20	42	19
penelope	0	0	1
pupillo	0	11	3
componenti	27	19	7
bot	0	0	1
parlamentare	2	6	23
sottosegretario	0	15	32
vicesindaco	0	8	5
componente	10	10	4
juventini	0	3	2
collaboratore	8	21	33
killer	2	12	2
marines	0	10	4
attrice	9	21	9
direttori	1	4	7
agenti	12	19	18
presidenti	17	57	43
cabassi	0	0	1
prete	10	17	4
libraio	0	0	1
ritmo	0	0	1
panda	0	0	1
redattore	1	7	3
comandante	12	50	42
pistolero	3	2	2
dorotei	0	0	1
ministri	4	25	45
ambasciatori	1	8	8
membro	76	44	26
gerarca	1	9	1
avvocato	2	11	5
modella	14	34	19
meccanico	0	4	2
questore	0	1	6
mini	0	0	1
esponente	0	2	9
assistente	3	5	6
carcerato	5	10	1
colonie	44	116	18
cantanti	1	0	2
compositori	0	0	1
giornalisti	1	4	2
commercianti	0	0	1
operaio	3	12	32
brigatisti	0	7	6
compagni	79	105	44
carcerati	6	13	1
galeotto	6	10	2
titolare	0	4	3
covo	0	1	1
officio	6	0	2
soldato	20	20	7
seguace	0	3	1
inviati	0	0	1
seguaci	2	2	2
padrino	0	1	7
radiocronista	0	0	1
governatore	17	39	109
generale	12	26	83
tossicomane	0	1	2
padrone	5	17	6
astronauta	3	13	10
delfino	0	2	4
albergo	3	10	5
ras	0	0	1
uomo	1	15	19
cipputi	0	0	1
coppia	0	11	4
bar	0	4	1
ambasciatrice	0	1	7
vicesegretario	1	0	7
foresteria	0	1	1
palazzi	1	1	2
partners	0	1	1
ragazzo	19	40	17
opposizione	1	6	3
aeroporto	1	4	2
nazisti	6	11	4
latteria	0	1	1
warrant	0	0	3
detenuto	7	35	3
giocatori	19	25	10
giocatore	45	60	19
cameriera	3	3	4
arrangiatore	0	0	1
mussolini	0	0	1
esperto	0	2	3
discepoli	1	0	6
villa	0	5	5
fedeli	0	1	4
discepolo	2	0	2
impiegato	3	5	4
simca	0	0	1
terrorista	4	33	22
sudditi	1	5	2
giornalista	2	34	18
regime	0	14	1
poliziotto	32	52	12
consiglieri	2	8	13
aziende	1	3	2
contadini	1	8	1
operai	1	24	10
analista	0	2	3
teatro	2	10	4
collaboratrice	1	2	4
calciatore	21	42	12
parlamentari	2	4	6
primario	0	1	2
cream	0	0	1
cugini	0	0	3
campioni	9	19	10
esattore	0	0	1
progressisti	0	0	2
ct	1	16	3
contestatori	0	1	5
stazione	12	19	2
cow	0	0	1
giocatrice	4	2	1
sindacalisti	1	11	5
carneade	0	0	2
spia	2	7	6
studenti	22	99	10
circuito	0	0	2
rhodesia	0	1	3
studente	12	55	7
jena	0	0	1
convento	75	149	14
uomini	2	9	4
insegnante	8	25	5
regno	4	18	2
imperatrice	10	7	2
rizzoli	0	0	1
vietnam	0	0	1
cia	0	1	1
air	0	0	1
premier	5	59	68
ideologia	0	1	2
poeta	0	1	1
corrispondente	0	2	10
criminali	1	0	1
sala	6	5	4
mezzobusto	0	1	1
coloni	3	5	3
chiesa	50	54	5
deposito	2	16	2
roccaforte	0	0	3
magistrato	4	23	27
anic	0	0	2
psdi	2	0	2
libia	0	0	1
segretari	0	6	7
capogabinetto	0	0	12
vicedirettore	1	0	11
ispettore	3	9	2
eminenza	0	0	2
commando	0	0	4
compagne	3	9	4
scrittore	1	2	1
coniuge	1	24	2
tossicodipendenti	3	37	8
capogruppo	0	6	6
fidanzata	84	93	21
socialista	1	3	5
collezione	0	0	2
fascisti	4	22	11
cronista	0	1	1
coniugi	6	33	7
diva	1	4	3
clown	0	2	1
emerson	0	4	1
veterani	1	0	3
soldati	21	32	3
membri	101	55	10
br	0	2	3
co	0	0	1
proprietario	5	7	7
libris	7	59	23
lakers	0	1	1
fiat	3	0	3
povera	0	0	1
superman	0	3	3
socia	0	2	1
cava	1	29	1
latitante	0	0	2
donna	3	3	2
rappresentante	0	7	5
dittatore	6	76	34
ostaggio	0	4	5
rivale	6	9	10
alleati	17	35	22
commissari	0	1	1
attendente	1	1	2
alleato	13	29	10
drogati	0	3	2
prigionieri	27	28	6
assessori	0	5	4
alfa	0	0	3
nesi	0	0	1
zingaro	0	0	1
miss	0	6	2
quota	0	3	1
protagonista	1	1	4
ragazzi	2	20	14
ghetti	0	1	1
carcere	6	15	1
time	0	0	1
sequestratore	0	0	1
direttrice	0	1	2
lafico	0	0	1
complici	0	4	3
genero	0	0	2
legali	0	0	2
infermiera	2	1	3
com	0	0	1
aiuto	0	3	1
satelliti	0	7	13
pentapartito	0	0	2
minatore	0	5	5
missino	0	2	1
palazzo	10	8	9
ballerino	1	4	3
squadra	42	26	5
maggioranza	1	9	2
dc	9	0	21
accoliti	2	0	1
amleto	0	0	2
genio	0	5	2
guardasigilli	1	0	3
angelo	2	15	3
comuni	4	4	1
mercenari	1	2	1
fotomodella	1	1	4
fidanzato	47	73	19
tecnico	6	9	6
portiere	5	21	1
sessantottino	0	9	8
poveri	0	5	4
schiavi	38	27	7
golden	0	0	1
tipografo	0	3	1
genesis	1	5	2
prima	1	1	1
nazionale	1	3	3
proprietari	3	25	4
sovrano	7	3	7
signora	3	10	10
rambo	0	1	3
aiutante	0	3	2
desiderio	0	0	1
società	2	1	3
amori	0	0	1
combattente	5	34	8
coach	2	7	2
caserme	2	2	1
cascina	0	0	3
ragazza	55	64	8
collega	35	85	19
democratica	0	0	1
brillante	0	0	1
candidato	1	17	40
sostenitori	3	5	3
monastero	30	17	5
riformatorio	0	0	1
gloria	0	1	3
girls	0	0	1
piccolo	0	0	1
guardie	3	9	7
breda	1	0	3
sottufficiale	1	3	1
ragazze	2	2	2
cappella	5	10	1
post	18	501	9
gescal	0	9	11
imperatore	29	9	4
amico	25	53	18
programmisti	0	0	1
pechino	0	0	1
portavoce	1	10	22
generali	1	4	11
angeli	0	1	1
contestazione	0	0	1
rivoluzionari	0	7	3
cabarettista	0	0	2
sindaci	1	7	8
bambina	2	3	3
bimbi	0	0	2
allieva	8	15	1
console	10	8	3
fabbrica	8	38	8
dimora	0	3	1
flotta	0	0	2
bicocca	0	0	1
finalista	1	1	1
sceneggiatore	0	3	2
possedimenti	5	4	1
gioielliere	0	0	1
beatles	2	1	10
varesine	0	2	10
play	0	0	2
attaccante	1	1	1
barista	0	0	1
condannati	1	1	1
grande	0	0	2
veterano	0	1	4
bagnino	0	0	1
pianista	1	4	1
divo	1	1	2
avversario	0	1	5
zelig	0	0	1
brigatista	2	8	3
italiani	0	4	1
esponenti	3	5	3
gandhi	0	0	2
prefetto	5	5	3
caserma	11	37	4
stelline	0	4	3
violinista	0	3	1
canavesio	0	0	1
centravanti	0	5	2
militare	0	0	5
azioni	0	0	5
dividendo	0	0	1
privilegio	0	0	1
pacifista	0	0	1
chitarrista	56	29	1
centralinista	0	0	2
seminarista	2	8	7
commilitoni	4	9	2
reali	1	0	1
ospedale	14	36	4
proprietà	1	5	2
giovani	0	9	8
aderenti	2	1	2
ideologi	0	1	1
economisti	0	0	1
yuppies	0	2	2
compagna	23	35	17
ladro	5	4	1
atalantino	0	4	2
buitoni	0	0	1
perugina	0	0	1
borsa	1	1	1
guardaspalle	0	0	2
stalla	1	6	1
fuoriclasse	0	3	1
ingegneri	0	5	1
piazzisti	0	0	2
camerieri	0	0	1
base	9	16	10
onorevole	3	0	5
pugile	6	25	7
empoli	0	0	1
cimitero	1	2	1
mariella	0	0	1
pri	4	0	2
pli	9	0	1
underground	0	0	1
ansaldo	0	0	7
madame	0	0	1
prof	0	19	1
appartamenti	2	0	1
laghetto	0	2	1
gemelli	0	0	1
fascista	3	10	4
finsider	0	0	1
caporedattore	0	1	1
micheli	0	0	1
debuttante	0	1	1
sede	3	16	10
soci	2	12	19
mundial	0	0	1
straniero	0	0	1
guerrieri	1	0	1
quartier	0	4	1
marinaio	3	5	3
sex	0	0	1
fumatori	0	60	17
ammiraglio	2	1	11
malati	1	1	1
pro	0	0	1
docente	1	17	4
cronisti	0	0	1
partigiani	9	20	6
immigrato	0	0	1
prostituta	6	16	8
sceriffo	3	3	1
aerei	0	0	1
manicomi	0	0	2
mogli	5	18	8
sergente	3	7	4
medusa	0	0	1
fidanzati	1	0	2
ajax	0	0	1
maggiore	1	3	4
banchiere	0	8	9
fans	0	4	2
diplomatico	2	3	6
finanziere	1	1	4
fanciullo	0	0	1
eroe	0	10	2
banca	0	15	2
tenente	4	10	5
concessionario	0	0	2
accusatore	0	0	1
trotzkisti	0	0	1
muratore	0	1	2
savoia	0	0	3
eastern	0	0	2
yacht	0	0	2
clienti	0	16	3
maneggio	0	0	2
bordello	0	2	1
coniglietta	0	4	2
cestista	1	1	1
federazione	0	5	4
vice	4	14	10
hostess	0	1	4
pentito	0	0	1
terra	0	1	2
ribelli	3	112	5
formalisti	0	0	1
democrazie	0	5	1
burocrate	0	1	3
veterinario	0	0	1
azionista	0	0	4
scuola	10	86	4
factotum	0	0	3
suora	4	2	1
domestico	0	0	2
ragioniere	0	2	1
guardia	9	8	18
garzone	0	2	1
presidi	1	5	1
surrealisti	0	0	1
rossi	0	2	1
patria	1	1	2
avanguardia	0	1	1
spie	1	0	1
sisma	0	0	1
autonomi	0	0	1
enichem	0	0	1
campionessa	1	5	2
panfilo	0	0	3
inquilino	0	8	3
falco	0	0	2
reginetta	0	2	4
candidata	0	0	2
stella	7	5	1
velocista	0	9	1
bomba	0	0	1
soprano	0	1	1
ambasciata	0	4	5
associazione	0	7	1
dada	0	0	1
aguzzino	0	1	1
comunista	5	36	28
dissidente	0	2	20
pupilli	2	2	2
camionista	0	3	2
evasori	0	0	1
ricercatore	2	2	2
mito	0	3	3
singer	2	2	1
nemico	5	8	14
schiavo	14	9	2
anchorman	0	0	3
illustratore	0	1	1
impiegati	2	8	2
istituto	1	40	6
massimo	0	0	3
comecon	0	1	5
colonialismo	0	0	1
venditore	1	0	1
ufficio	2	36	5
parrucchiere	0	1	1
imprenditore	1	15	1
pastori	0	0	3
preti	2	12	5
blocco	2	27	13
attivista	0	3	1
innocenti	0	0	5
lady	2	1	1
occupanti	1	4	2
bancario	0	0	2
dp	1	0	4
alleanza	0	0	1
commentatore	0	0	3
girl	0	0	1
miliardario	0	0	2
enimont	0	0	1
pdup	2	1	9
manifesto	1	1	1
vertici	0	0	5
dalmine	0	0	1
falck	0	0	2
ddr	8	22	19
snia	2	5	3
fienile	0	4	1
archivio	0	0	2
esperti	0	0	1
prigioniero	3	8	3
carceriere	2	1	1
spagnolo	0	0	1
gemello	0	0	1
lavoratori	1	37	4
città	0	5	2
hippies	0	3	2
cliente	0	8	2
informatore	2	0	1
germania	5	0	28
drogato	1	1	3
professori	0	4	1
servitore	0	4	1
officina	2	3	1
potenze	0	8	3
bambini	1	38	4
berlino	0	0	1
infermiere	0	1	6
milanista	0	4	1
atleti	5	20	5
atleta	8	70	4
commerciante	0	1	2
colonizzazione	0	0	1
rdt	2	2	51
dittature	0	1	2
protagonisti	0	3	1
promessa	1	5	1
superpotenza	0	1	4
residenze	0	0	1
masters	0	0	1
yuppie	0	0	2
mondo	0	2	4
centrale	1	5	1
cenerentola	0	0	1
fgci	0	2	2
beni	0	1	1
recordman	0	0	2
giardiniere	1	0	1
nemici	3	21	21
pan	0	0	1
pastore	1	7	1
pci	3	37	11
feudo	3	4	3
partito	3	15	12
repubblichini	0	8	2
cittadini	5	15	2
alleata	1	0	1
architetto	0	1	2
labirinto	0	0	1
fortezza	2	3	10
esterni	0	0	2
preside	1	4	2
editore	1	2	2
adolescenti	0	1	1
reggia	0	0	8
ministero	0	0	7
international	0	0	1
american	0	0	1
sifar	0	0	1
sid	0	0	1
triangolo	0	0	1
stalinisti	0	2	1
democratici	0	5	1
socialisti	9	13	8
patron	1	8	2
pcus	0	0	5
imputato	1	0	3
colleghe	2	4	2
orientale	0	0	1
parroco	3	12	2
residenza	4	10	4
tenuta	1	2	3
est	0	4	3
ovest	0	0	2
persone	0	1	1
trader	0	0	1
jugoslavia	138	36	531
tassista	0	1	2
economista	0	4	1
urss	20	101	390
unione	18	149	77
repubbliche	10	46	36
indesit	0	0	2
paesi	0	13	15
convivente	1	1	2
pensiero	0	0	1
comandanti	1	3	3
ideologie	0	0	3
autista	2	5	2
amica	8	16	3
inquilini	0	1	2
berlusconi	0	0	1
fiera	0	4	1
repubblica	5	72	22
casa	12	18	2
protetti	0	0	2
leningrado	0	0	7
paese	0	12	4
asia	0	0	1
sovietiche	1	0	6
professionista	0	12	1
confini	0	0	3
salvatore	0	0	1
sovietico	3	0	3
armata	0	0	32
criminale	2	0	1
pc	0	3	2
emigranti	0	6	1
uil	0	0	1
sovietica	0	0	7
rivali	0	1	5
vescovo	2	4	1
colonizzatore	0	4	1
truppe	1	0	5
cattedra	0	6	1
finale	0	0	1
forze	0	3	2
patto	0	7	6
ergastolano	0	1	3
esercito	1	7	7
tempio	2	1	1
prigioniera	0	1	1
capufficio	0	1	1
organo	0	0	11
fornaio	0	0	3
mobil	0	0	1
deputati	4	21	9
parlamento	0	0	12
terre	1	0	1
kgb	1	5	82
prospettiva	0	0	2
burocrati	0	0	5
testa	0	0	2
vicepremier	0	1	3
raider	0	0	1
gigante	0	3	1
fedit	0	0	1
asst	0	1	4
vittime	0	3	1
contadino	0	0	4
sovietici	3	4	3
magistrati	1	9	3
partiti	0	1	3
polizia	0	1	1
aguzzini	1	0	1
area	4	21	2
nemica	0	0	1
eni	0	1	2
monarca	1	1	1
istruttore	2	0	3
capolavoro	0	0	1
articolo	0	14	4
stati	2	12	4
bandito	1	1	1
azionisti	3	4	3
malato	0	4	1
tennista	3	0	9
james	0	0	2
appartamento	2	1	2
macchina	0	5	1
partecipazioni	0	2	2
managers	0	0	1
maestro	13	16	4
zar	4	2	1
mafioso	0	2	1
enti	1	4	5
monaco	2	7	3
pantera	0	0	3
jugoslavi	1	4	4
rapinatore	0	3	1
repubblichino	0	5	1
planetario	0	1	1
viola	1	9	1
gentleman	0	0	1
arbitro	3	13	2
carabiniere	0	9	5
cattivo	0	0	1
despoti	0	0	1
ballerine	0	0	2
ballerini	0	1	1
craxiani	1	12	1
complice	3	2	1
portaborse	0	1	3
sovrana	0	2	2
calciatori	7	20	2
festa	0	0	1
yugoslavia	4	164	7
immigrati	2	3	1
elettori	1	3	3
qualcosa	0	0	1
toro	0	0	1
imperi	1	2	1
specialisti	0	0	1
sinistra	0	5	4
cecoslovacchia	2	1	5
circolo	0	2	1
miniera	1	4	2
marxisti	0	0	1
quotidiano	1	0	1
nuova	3	0	1
franchisti	0	0	4
yemen	0	0	1
elfo	0	0	1
psi	7	9	4
rettore	2	9	2
agenzia	0	0	1
braccianti	0	0	1
referente	0	0	1
carceri	0	6	2
conventi	3	2	1
forte	0	1	1
censori	0	0	1
ferruzzi	0	0	2
efim	0	0	7
orfano	0	1	1
milan	0	0	1
potere	0	1	1
colonello	1	0	1
romeno	0	0	1
proprietaria	0	9	1
intellettuali	0	0	1
astronauti	2	0	2
contras	0	0	2
aggressori	0	0	1
controllori	0	0	1
residenti	1	2	1
selvaggio	0	0	1
nomenklatura	0	1	3
statista	0	0	1
diplomatici	0	3	1
dalle	0	0	1
potenza	2	13	3
conduttore	1	2	2
monopolio	1	2	5
pubblica	0	0	1
tesoriere	2	2	5
punk	0	0	2
dark	0	0	1
miracolo	0	0	2
ville	0	1	2
adoratori	0	0	1
superiori	0	0	1
imam	0	3	1
sacerdote	6	11	4
soviet	0	0	1
congresso	0	0	1
dracula	0	0	1
fis	0	1	6
gil	1	4	1
accademia	0	0	1
milano	0	0	1
primatista	1	7	1
azienda	1	6	3
montanelli	0	0	1
belligeranti	0	0	4
vip	0	2	2
stupratore	0	0	1
democristiani	3	59	9
ambulatorio	0	1	1
linea	0	0	1
medico	2	9	3
drago	0	0	1
danzatrice	0	1	1
iri	0	0	3
colonizzatori	2	7	3
rover	0	0	1
suoceri	0	1	1
comunismo	0	0	4
radicale	0	0	2
governo	1	6	2
garage	1	3	1
parcheggio	0	0	1
giardinetti	0	0	1
boulevard	0	0	1
circo	0	0	1
khmer	0	0	2
jugoslava	3	5	2
ginnasio	0	0	1
vetreria	1	7	1
prigione	1	2	1
operaia	0	2	2
pininfarina	0	0	2
impiegata	0	0	22
pescatore	1	7	1
gregario	0	0	1
cosmonauta	0	0	1
samurai	1	4	1
suocero	2	5	1
sinistri	0	0	1
protettori	0	0	1
adulti	0	0	1
beat	1	0	1
maestri	0	1	2
parte	0	0	1
leghista	1	5	5
regnanti	0	1	1
giganti	0	0	1
psicologo	1	2	1
hippy	0	2	1
alcolizzato	3	3	1
staffetta	0	0	1
stamperia	0	1	2
art	0	65	1
alcolisti	1	7	1
eccellenza	0	1	2
protetto	0	3	1
sme	0	0	1
fedele	0	1	1
bullo	0	0	1
grattacielo	0	0	1
punta	0	0	1
tossicodipendente	2	9	1
ultras	0	2	2
democristiano	1	18	1
vigile	0	1	1
samp	0	0	1
artigiano	0	0	1
minoranza	0	0	1
alpini	3	1	2
hammer	0	0	1
giovanotti	0	3	1
coloniale	0	0	1
creatura	0	2	1
iugoslavia	8	97	5
fondatrice	0	0	1
tossico	1	2	2
saigon	0	3	2
vittima	2	3	1
daf	0	0	2
dama	0	1	1
gepi	0	0	4
oppositore	0	0	1
possessori	0	2	2
pompiere	1	5	1
insegnanti	1	9	1
ideologo	0	2	2
fondatore	1	2	2
batman	0	0	1
ricchi	0	2	1
commilitone	11	3	1
liverpool	0	0	1
mattatoio	1	54	3
sipra	0	0	1
carrozzone	0	0	1
tube	0	0	1
accordi	0	1	1
coreografo	0	2	1
pm	1	11	7
hippie	0	1	1
bracconiere	0	0	1
nco	0	0	1
amato	0	3	1
gorilla	0	0	2
stagista	0	5	4
take	1	10	3
dicastero	0	0	1
quartiere	2	5	1
padiglione	2	0	1
deputata	0	4	1
nirvana	0	0	2
fidanzate	0	4	2
idolo	1	3	1
stalingrado	1	1	6
discoteca	0	0	1
lettori	1	13	1
consorte	6	3	1
confratello	0	2	1
bosnia	0	0	1
organizzazione	1	4	1
statali	0	4	1
petit	0	0	1
assistenti	0	2	1
ospedali	0	17	1
pazienti	1	10	1
pacifisti	0	5	1
pianeta	0	0	1
viceministro	0	2	2
primi	0	0	1
onorevoli	0	2	1
programma	0	0	2
reduce	0	0	1
interista	2	7	1
venditori	0	0	2
presentatori	2	0	1
europa	0	0	1
talking	0	1	1
ribelle	0	0	1
collaboratrici	0	0	1
specialista	0	1	2
supermercato	0	2	1
figlio	0	2	1
patrigno	0	0	1
lumbard	0	0	1
liberali	2	4	2
espressionismo	0	0	1
arsenale	2	8	1
ferrari	2	0	2
cittadella	0	2	1
trentenne	0	0	1
torero	0	1	1
top	1	0	4
capitali	0	3	1
ragionieri	0	0	1
msi	1	5	1
banchieri	0	4	1
agricoltori	0	1	2
politici	1	2	1
paracadutista	1	7	3
corista	1	0	1
rifugio	0	0	1
innamorato	0	1	1
scout	1	0	1
comizio	0	0	1
fumatrice	1	6	1
amore	2	8	1
stabilimento	12	8	1
coalizione	2	0	1
school	0	0	1
confine	0	3	2
parà	0	0	4
usl	0	6	1
stratega	0	0	1
senatori	3	2	1
mafiosi	0	0	1
domestici	1	1	1
mediano	0	0	1
voce	3	8	1
granduca	2	1	1
c	0	0	1
spettatore	0	0	1
sposo	0	0	1
black	1	0	2
primo	3	0	1
cardinale	0	1	1
ciga	0	0	3
maga	0	0	3
olivetti	1	1	3
confindustria	0	0	1
principi	2	0	1
romanziere	0	0	1
futurista	0	0	1
vergini	0	0	1
dissidenti	0	0	3
chierichetto	0	1	2
parenti	0	0	1
eurythmics	0	3	1
pavesi	0	0	1
vincitori	0	1	1
italsider	2	5	1
étoile	0	0	1
zaire	1	0	5
postino	1	1	1
telecom	0	0	3
fiamma	9	14	1
mamma	0	0	1
faces	0	0	1
craxiano	0	4	1
colonna	1	0	1
precettore	0	0	1
cattedrale	1	9	2
mimo	0	0	1
anoressica	0	4	1
leninisti	0	0	1
tigri	0	0	5
magazzino	3	11	1
fascia	0	0	1
boiardi	0	1	1
cesis	0	0	1
terzo	1	2	1
motorizzazione	0	3	1
monopolista	4	68	8
isefi	0	0	28
coordinatore	2	3	1
musei	0	0	1
bin	0	0	6
mostri	0	0	1
casello	0	0	1
esclusi	0	0	1
disney	0	0	3
lancia	0	0	1
sea	0	0	1
pugili	0	6	1
prodigio	0	0	1
balilla	0	0	1
banche	0	1	2
secessionisti	0	0	1
consorzio	1	1	1
concessione	0	0	1
monopoli	0	10	6
rottame	0	0	1
case	2	5	2
bambinaia	0	0	1
juve	0	1	1
hotel	1	9	1
ristorante	0	1	1
guru	0	0	1
consulente	1	12	4
bombarolo	0	0	1
juventino	1	5	1
pescatori	0	1	1
ante	3	16	1
tycoon	0	0	1
posizioni	0	0	1
piantagione	0	3	1
personaggio	1	0	1
masseria	0	0	1
pidiessini	0	1	1
ente	0	2	1
infedeli	0	0	1
picconatore	0	0	1
an	1	0	1
tiranni	0	0	1
monopolisti	0	18	4
bankitalia	0	0	1
capannone	0	3	1
portinaio	0	0	1
regine	0	0	1
factor	1	0	1
orchestra	0	1	1
gruppi	1	12	1
editor	0	4	1
guerrigliero	0	4	1
sip	1	2	1
corte	0	0	1
nucleo	0	0	1
federconsorzi	0	0	1
ulivo	0	3	1
datori	1	5	1
repubblicani	4	4	1
gemina	0	0	1
cariplo	0	0	1
oppositori	0	4	1
maturità	0	2	1
cantieri	0	0	1
spogliarellista	1	1	1
zone	0	5	2
lui	0	0	1
lei	0	0	1
redazione	0	2	1
socialismo	0	1	1
omnitel	0	0	2
granaio	0	2	1
monaci	0	0	1
spice	0	22	1
tifosi	4	9	1
massaggiatore	0	3	1
russo	0	0	1
valletta	0	0	1
selm	0	0	1
nestlè	0	0	1
baby	0	1	1
sosia	0	0	1
forza	1	0	1
recluso	0	1	1
russi	0	3	1
campana	0	0	1
tfr	0	0	1
grandi	0	0	1
secolo	0	0	1
critico	0	2	1
campi	0	33	1
monty	0	3	1
steward	0	0	1
star	4	5	1
sosta	0	0	1
signore	0	12	1
famiglia	0	6	1
attori	0	2	1
boom	0	0	1
albergatore	0	3	1
movimento	0	7	1
cittadino	0	1	1
papa	3	3	1
traghettatore	0	0	1
magnesio	1	0	0
sanatorio	2	1	0
settore	1	2	0
proibizionismo	1	0	0
prodotto	1	0	0
agonisti	1	0	0
scienziata	2	0	0
pretore	1	1	0
famiglie	2	1	0
canonica	1	2	0
mutanti	3	0	0
ammasso	1	0	0
province	5	1	0
fs	4	0	0
williams	1	0	0
benetton	1	0	0
deportato	2	10	0
ducato	3	3	0
seconda	2	0	0
gerarchi	3	3	0
pontefice	4	1	0
fornace	1	11	0
supervisore	1	0	0
territorio	3	2	0
numeri	1	0	0
servi	1	3	0
professionisti	4	11	0
abitanti	4	4	0
statale	5	2	0
vigna	1	0	0
oratorio	9	5	0
principato	1	1	0
strada	3	8	0
scuole	5	17	0
allieve	2	3	0
frazione	6	0	0
minatori	5	4	0
margherita	3	1	0
filanda	4	2	0
collegio	13	9	0
fiamme	2	2	0
cognato	4	1	0
superstar	1	0	0
goleador	2	0	0
timoniere	1	0	0
rivoluzionario	1	0	0
pds	2	0	0
stadio	3	1	0
manicomio	3	5	0
coppa	2	7	0
redattori	1	1	0
sezioni	1	3	0
primato	1	0	0
tastierista	9	1	0
jaguar	1	0	0
commodore	1	0	0
diritti	1	0	0
olp	1	0	0
pagani	1	3	0
gay	64	1	0
psicologa	1	0	0
or	3	0	0
nor	2	0	0
alfieri	1	0	0
guns	6	2	0
isole	2	1	0
buffone	1	0	0
territori	7	3	0
liguria	1	0	0
bandiera	3	2	0
lega	1	0	0
dominante	1	0	0
frontman	13	5	0
avventurieri	1	1	0
avventuriero	2	0	0
comune	28	1	0
flame	1	0	0
raggio	3	0	0
musicisti	3	0	0
bassista	23	23	0
consoli	6	3	0
rko	1	0	0
moderatore	1	0	0
democrazia	1	4	0
dormitorio	2	0	0
aree	3	4	0
socialdemocratici	3	0	0
federalisti	1	0	0
business	1	0	0
grigi	1	0	0
decreto	1	7	0
esule	1	0	0
casinò	1	6	0
mentore	11	1	0
qualunquisti	1	0	0
foro	1	0	0
upim	2	2	0
nba	3	0	0
stalle	3	1	0
aviatore	1	2	0
girlfriend	12	1	0
alunna	4	7	0
doge	3	7	0
romanista	1	4	0
costruttore	1	0	0
band	5	6	0
galeotti	2	4	0
umanisti	2	0	0
governanti	2	3	0
asso	1	1	0
sisley	1	0	0
patriarca	1	0	0
titolari	1	4	0
batterista	57	20	0
