NOUN	WIKICONLL	ITWAC	REPUBBLICA
riposo	0	0	2
rigoristi	0	0	2
maggioranza	0	1	1
dottor	0	0	1
giacobino	0	0	1
prestigio	0	1	1
saggio	1	0	1
semplicità	0	0	1
politici	0	6	1
conti	0	0	1
pentito	0	0	1
sicurezze	0	0	1
partiti	0	1	1
ditte	0	1	1
santone	0	1	1
politica	0	5	1
celebrità	0	1	1
agenzie	0	6	1
incontinenza	0	7	1
professioniste	0	0	1
gradimento	0	0	1
parlamento	0	3	1
burattino	0	0	1
complicità	0	0	1
trilogia	0	3	1
scientificità	0	5	1
campagne	0	0	1
talpa	0	0	1
assassina	0	0	1
liberalismo	0	6	1
mistiche	0	0	1
aventino	0	0	1
opinioni	0	1	1
pentiti	0	0	1
conferenza	0	1	1
fiction	0	1	1
latino	0	1	1
farmaci	0	1	1
assenze	0	0	1
referendum	1	2	1
nike	0	0	1
privatizzazioni	0	0	1
terroristi	0	4	1
terapie	0	0	1
liberismo	0	1	1
missionari	0	0	1
rivincita	0	0	1
loira	0	0	1
macho	0	0	1
amici	0	4	1
operatori	0	3	1
diario	0	1	1
berlusconi	0	0	1
martirio	0	0	2
soluzione	0	9	2
chic	0	0	1
gioco	0	3	1
divinità	0	0	1
spiritualità	0	6	1
turismo	0	0	1
monovolume	0	0	1
visita	0	0	1
carattere	0	1	1
eroi	0	1	1
zar	0	0	1
consiglieri	0	0	1
rivelazioni	0	5	1
pagamenti	0	0	1
mozzarella	0	0	1
blake	0	0	1
ming	0	0	1
cristianesimo	0	4	1
religione	2	17	1
islamismo	0	1	1
ideologia	1	2	1
città	0	1	1
personaggi	0	1	1
azienda	0	0	1
vincitore	0	0	1
fedeli	0	0	1
concorrenza	0	0	1
materie	0	0	1
indiano	0	0	1
alfabetismo	0	0	1
remake	0	4	1
rottura	0	0	1
realisti	0	0	1
mitologia	0	0	1
vita	0	1	1
organismi	2	2	0
agent	1	0	0
storici	1	5	0
rifacimento	1	1	0
matteo	30	0	0
antichi	2	0	0
potenziale	2	1	0
moro	1	0	0
definizione	1	2	0
inglesi	1	0	0
domini	2	1	0
clementine	2	3	0
cupole	1	0	0
isidoro	19	1	0
cordata	1	0	0
codice	12	39	0
sram	1	0	0
stampante	1	0	0
nuraghi	1	2	0
sperimentalismo	1	1	0
scienziati	3	15	0
complemento	1	0	0
colonna	1	0	0
spazio	1	1	0
ritratti	2	0	0
senofonte	3	3	0
casualità	3	0	0
distruzione	1	0	0
umani	1	0	0
conchiglia	1	0	0
guscio	1	0	0
modernismo	1	1	0
cupola	3	3	0
distanze	1	1	0
random	7	9	0
stereo	1	0	0
proprietà	1	1	0
maniche	1	0	0
legittimazione	1	0	0
pene	8	0	0
fascista	1	2	0
arco	2	4	0
apollodoro	38	2	0
prefettura	1	0	0
appaltatore	1	2	0
correlazione	2	0	0
paralisi	1	0	0
wire	1	0	0
code	1	0	0
studi	1	3	0
algoritmo	2	0	0
cicerone	1	0	0
andrea	1	0	0
funzione	2	2	0
strumenti	1	0	0
dottrine	3	3	0
proposizioni	2	3	0
rockstar	1	0	0
storico	1	0	0
map	1	0	0
trance	1	1	0
biografo	1	0	0
tommaso	4	0	0
band	2	3	0
reality	3	1	0
schiavitù	1	0	0
seguito	2	0	0
ricostruzione	1	0	0
dominio	1	1	0
alfonso	1	0	0
elezioni	1	5	0
rumore	1	0	0
cancello	1	0	0
ballad	1	1	0
tirannide	1	0	0
rigore	1	0	0
uova	1	0	0
vite	1	0	0
aristotele	4	3	0
filesystem	2	4	0
people	1	0	0
colpo	1	0	0
capitolo	1	0	0
esistenza	1	0	0
ragazza	1	0	0
cappello	2	0	0
hit	1	0	0
professionisti	1	4	0
organizzazione	1	5	0
occhi	2	0	0
registro	1	1	0
archeologia	1	3	0
penisola	1	0	0
quantità	1	0	0
cripta	1	0	0
codino	1	0	0
pazienti	1	0	0
operazioni	5	2	0
barone	1	1	0
messianismo	1	2	0
film	1	5	0
cardinali	1	0	0
effetto	1	0	0
rivalità	4	0	0
comune	1	0	0
christ	1	0	0
autore	1	0	0
stemma	1	0	0
tettoia	1	0	0
consulenza	2	0	0
edicola	1	0	0
biografia	1	0	0
fasi	1	0	0
greco	1	1	0
paolo	1	0	0
cristo	1	0	0
imperatore	1	0	0
testo	1	0	0
vescovi	1	0	0
medicina	1	1	0
ife	1	0	0
dittatura	1	1	0
dexter	1	0	0
indipendenza	1	0	0
socialismo	1	0	0
invisibilità	1	0	0
filone	1	0	0
torri	1	0	0
pornografia	1	0	0
operazione	1	0	0
figura	1	0	0
prospettiva	1	0	0
ostruzione	1	13	0
praticanti	2	0	0
teoria	1	2	0
fantasmi	1	2	0
struttura	1	0	0
anastasia	1	0	0
portico	1	0	0
cariche	1	0	0
imperiali	1	0	0
record	1	0	0
gargoyles	2	0	0
economia	1	2	0
amminoacido	1	0	0
onda	1	0	0
ricerca	1	4	0
russo	2	1	0
foehn	1	3	0
ebraico	1	0	0
scienziato	1	3	0
artista	0	7	0
bisogni	0	3	0
tassisti	0	2	0
idealista	0	4	0
resoconto	0	1	0
diatriba	0	19	0
comici	0	2	0
mercato	0	4	0
alternativa	0	7	0
cloni	0	1	0
scrittrici	0	1	0
romanza	0	1	0
artisti	0	34	0
piste	0	74	0
studiosi	0	2	0
regni	0	1	0
repubblicano	0	1	0
avventura	0	1	0
depressione	0	2	0
soul	0	1	0
giornalisti	0	15	0
liste	0	3	0
meeting	0	1	0
storie	0	3	0
ambientaliste	0	1	0
comunità	0	5	0
primarie	0	4	0
logica	0	5	0
forma	0	1	0
illuminismo	0	1	0
top	0	1	0
piloti	0	1	0
ragionamenti	0	4	0
analisi	0	6	0
giocatori	0	4	0
esame	0	1	0
luce	0	1	0
programma	0	3	0
linguaggio	0	9	0
allergia	0	1	0
cacciatori	0	5	0
autorità	0	3	0
profeta	0	3	0
capitale	0	1	0
mamma	0	3	0
casa	0	5	0
sviluppo	0	5	0
onnipotenza	0	2	0
devolution	0	2	0
posta	0	2	0
classe	0	17	0
suocera	0	1	0
organizzazioni	0	1	0
garanzie	0	1	0
giornalista	0	8	0
nick	0	1	0
batteria	0	1	0
amori	0	1	0
class	0	1	0
offerte	0	2	0
certezze	0	10	0
regolamento	0	2	0
lesbiche	0	1	0
ragazzo	0	10	0
pluralismo	0	1	0
sociologi	0	1	0
federalismo	0	14	0
auto	0	1	0
file	0	8	0
amore	0	4	0
poesia	0	2	0
mondi	0	1	0
antagonismo	0	3	0
ultras	0	5	0
concorsi	0	1	0
ordine	0	1	0
museo	0	1	0
invettiva	0	4	0
scioperanti	0	1	0
teismo	0	1	0
apertura	0	1	0
assistenzialismo	0	1	0
pacifisti	0	13	0
direttrice	0	3	0
ambientalista	0	5	0
carriera	0	1	0
programmatore	0	1	0
equilibrio	0	3	0
evidenza	0	3	0
elementi	0	12	0
pace	0	5	0
arbitro	0	1	0
purista	0	1	0
spiritualismo	0	3	0
elezione	0	2	0
ideali	0	1	0
cervello	0	1	0
cultori	0	1	0
attributi	0	20	0
vangelo	0	1	0
profezia	0	1	0
autori	0	3	0
religiosità	0	6	0
identità	0	4	0
esteta	0	3	0
invenzioni	0	2	0
comiche	0	2	0
detective	0	1	0
consulenze	0	1	0
strutturazione	0	1	0
polemica	0	2	0
prigione	0	1	0
governo	0	9	0
finale	0	2	0
peste	0	1	0
sapienza	0	2	0
fuoristrada	0	3	0
federalista	0	1	0
teologi	0	2	0
amica	0	3	0
spasimante	0	2	0
icone	0	2	0
obbedienza	0	1	0
cancellazione	0	2	0
produzione	0	1	0
racconto	0	1	0
mammiferi	0	3	0
garanzia	0	2	0
milizia	0	3	0
collezionisti	0	1	0
citazione	0	2	0
natura	0	2	0
pedagogia	0	3	0
insufficienza	0	2	0
garantista	0	2	0
dirigente	0	3	0
messia	0	2	0
democratizzazione	0	1	0
femminista	0	2	0
science	0	3	0
slip	0	1	0
smentita	0	2	0
genere	0	1	0
scooter	0	1	0
specialisti	0	1	0
committente	0	1	0
notizie	0	4	0
emergenza	0	1	0
spettacoli	0	1	0
carriere	0	9	0
panico	0	1	0
bergamasco	0	1	0
aste	0	1	0
tecnici	0	2	0
normalità	0	3	0
critica	0	6	0
professori	0	3	0
neutralità	0	1	0
monologhi	0	2	0
guide	0	1	0
temperatura	0	6	0
adolescenti	0	1	0
motociclisti	0	5	0
interpretazione	0	2	0
concorso	0	6	0
università	0	7	0
scopritori	0	1	0
anarchici	0	2	0
mozzarelle	0	4	0
capi	0	2	0
controparte	0	2	0
sofisticazione	0	2	0
concetto	0	4	0
filosofi	0	11	0
istituzioni	0	2	0
amministratori	0	1	0
pescatore	0	12	0
costituzione	0	2	0
ecstasy	0	1	0
estasi	0	2	0
buono	0	1	0
dirigenti	0	4	0
griffe	0	3	0
mediatori	0	1	0
imitazione	0	1	0
collaborazione	0	1	0
cartello	0	3	0
dubbio	0	2	0
informazioni	0	5	0
segreti	0	2	0
investigatori	0	1	0
maestro	0	2	0
intellettuale	0	5	0
scuderia	0	1	0
innovazione	0	1	0
vescovo	0	2	0
benessere	0	2	0
dispositivo	0	1	0
cantautore	0	1	0
veline	0	1	0
retorica	0	5	0
congetture	0	3	0
castello	0	3	0
integrazione	0	1	0
difensore	0	1	0
clown	0	1	0
ricercatori	0	2	0
recensione	0	2	0
direttori	0	1	0
privatizzazione	0	1	0
demetrio	0	4	0
filosofo	0	2	0
certezza	0	1	0
logiche	0	3	0
precari	0	1	0
garantisti	0	1	0
presidenzialismo	0	1	0
verifica	0	1	0
formazione	0	3	0
moderati	0	1	0
presidente	0	4	0
flusso	0	1	0
opposizione	0	6	0
vincoli	0	11	0
felicità	0	7	0
pianificazione	0	1	0
videoclip	0	1	0
taumaturgo	0	2	0
religioni	0	4	0
conoscenza	0	6	0
matrimonio	0	11	0
associazioni	0	4	0
fascismo	0	1	0
patrioti	0	1	0
arredo	0	1	0
coscienza	0	2	0
avversario	0	1	0
cessionario	0	2	0
cugini	0	2	0
artrosi	0	4	0
diritto	0	4	0
libertà	0	16	0
ragioni	0	1	0
norme	0	1	0
dialettica	0	2	0
criticità	0	1	0
iniziazione	0	2	0
protagonisti	0	3	0
sublime	0	2	0
oggettività	0	2	0
romanticismo	0	2	0
protesta	0	1	0
fidanzata	0	2	0
aiuti	0	2	0
statistiche	0	1	0
progressiste	0	1	0
sonic	0	1	0
fonti	0	1	0
paesaggio	0	1	0
nutrizionista	0	1	0
nazisti	0	1	0
sequel	0	5	0
francobolli	0	1	0
puff	0	1	0
risse	0	2	0
dogma	0	4	0
argomento	0	1	0
assemblee	0	8	0
rinnovamento	0	9	0
scrittura	0	2	0
razza	0	1	0
ultimatum	0	1	0
toscano	0	1	0
istruzioni	0	4	0
uomini	0	3	0
limitazione	0	1	0
ballerino	0	1	0
nome	0	3	0
razionalismo	0	1	0
futuristi	0	1	0
architettura	0	1	0
allenatori	0	4	0
tubo	0	1	0
monaco	0	3	0
rinascimento	0	2	0
foglietto	0	2	0
horror	0	5	0
acquari	0	1	0
evoluzione	0	1	0
presentazione	0	2	0
lingue	0	1	0
scoperta	0	1	0
tracce	0	1	0
gazebo	0	1	0
iniziative	0	2	0
fraternità	0	1	0
commedie	0	1	0
giustificazioni	0	2	0
valutazione	0	2	0
valore	0	1	0
parole	0	1	0
danzatrice	0	1	0
incontro	0	2	0
arte	0	5	0
culto	0	1	0
blues	0	1	0
dita	0	1	0
stati	0	4	0
libro	0	2	0
diagnosi	0	1	0
innovazioni	0	3	0
terrorismo	0	2	0
regimi	0	3	0
scrittore	0	2	0
applicazione	0	1	0
paesi	0	1	0
leggi	0	1	0
medici	0	2	0
vettori	0	1	0
chat	0	1	0
tema	0	1	0
ministri	0	2	0
deputati	0	1	0
simulatori	0	1	0
ali	0	1	0
egiziani	0	1	0
locandina	0	1	0
comunicato	0	1	0
apostoli	0	1	0
scommesse	0	1	0
macelleria	0	1	0
obiezioni	0	1	0
pizza	0	1	0
programmi	0	1	0
partito	0	2	0
campione	0	2	0
progetto	0	2	0
cartoni	0	2	0
aristotelismo	0	1	0
scusa	0	1	0
guida	0	1	0
sentimentale	0	1	0
scrittori	0	3	0
redattore	0	2	0
coreografia	0	1	0
categorie	0	1	0
contrasto	0	4	0
animali	0	2	0
incarnazione	0	1	0
thriller	0	1	0
sufi	0	1	0
comico	0	3	0
studenti	0	3	0
rene	0	1	0
cooperative	0	6	0
missione	0	2	0
evento	0	9	0
ufficio	0	1	0
pubblicità	0	1	0
drogati	0	1	0
negoziati	0	1	0
criteri	0	1	0
motivazione	0	3	0
ricerche	0	3	0
utopia	0	3	0
suoceri	0	1	0
presenza	0	3	0
imprese	0	1	0
sondaggio	0	5	0
materialismo	0	2	0
prove	0	1	0
progresso	0	2	0
perfezione	0	2	0
grunge	0	2	0
giustificazione	0	3	0
dilemma	0	2	0
religion	0	4	0
sinistri	0	1	0
documento	0	1	0
lettori	0	2	0
legge	0	2	0
metodo	0	1	0
moderatori	0	1	0
assoli	0	2	0
matematici	0	1	0
centrodestra	0	3	0
incremento	0	1	0
camembert	0	1	0
femministe	0	1	0
comitato	0	1	0
democrazie	0	7	0
professionismo	0	1	0
nazione	0	1	0
appalto	0	1	0
biblioteche	0	1	0
legami	0	3	0
fattoria	0	4	0
movimenti	0	4	0
astrazioni	0	1	0
ecologisti	0	1	0
ricchezza	0	3	0
letterati	0	1	0
bibliotecario	0	1	0
mense	0	1	0
compilazione	0	1	0
nazi	0	1	0
opposizioni	0	1	0
animalista	0	1	0
combattimento	0	1	0
stabilità	0	1	0
trasformazione	0	1	0
normalizzazione	0	1	0
studio	0	1	0
solitudine	0	1	0
errore	0	1	0
registrazione	0	2	0
stabilizzazione	0	8	0
tantra	0	1	0
citazioni	0	1	0
aristocrazia	0	3	0
ritratto	0	2	0
confutazione	0	1	0
scrittrice	0	1	0
adozione	0	1	0
dvd	0	1	0
critico	0	6	0
esperienze	0	1	0
lentezza	0	1	0
fenomeni	0	1	0
terapia	0	1	0
sfogo	0	1	0
esoterismo	0	4	0
venditore	0	1	0
polizia	0	1	0
star	0	1	0
marxismo	0	1	0
navigazione	0	1	0
assist	0	3	0
figure	0	1	0
autonomia	0	2	0
parodia	0	2	0
coalizione	0	2	0
probabilità	0	1	0
ufologi	0	4	0
ingegnere	0	1	0
corpo	0	1	0
superiorità	0	1	0
genitori	0	5	0
rissa	0	1	0
novità	0	2	0
bravura	0	4	0
training	0	1	0
classi	0	10	0
persone	0	1	0
sicurezza	0	1	0
legalità	0	6	0
indipendentisti	0	1	0
zoo	0	4	0
filtro	0	1	0
navi	0	1	0
filologo	0	1	0
tifoso	0	2	0
link	0	1	0
amministratore	0	2	0
accordo	0	1	0
credenze	0	1	0
signori	0	1	0
mutazioni	0	1	0
disco	0	3	0
archi	0	1	0
volte	0	1	0
psicologi	0	1	0
villaggio	0	1	0
devoti	0	3	0
dollari	0	2	0
soggetti	0	1	0
coraggio	0	1	0
sistema	0	4	0
dance	0	1	0
satira	0	1	0
play	0	1	0
bellezza	0	1	0
interazione	0	1	0
membrana	0	2	0
ossessione	0	1	0
samurai	0	1	0
realizzazioni	0	1	0
villa	0	1	0
società	0	5	0
terminali	0	9	0
terminale	0	4	0
schiavi	0	1	0
privati	0	1	0
inventario	0	1	0
relazione	0	1	0
misticismo	0	4	0
critici	0	5	0
emulazione	0	1	0
trasparenza	0	1	0
testimonianze	0	1	0
recensioni	0	4	0
pubertà	0	1	0
altezza	0	1	0
adattamenti	0	1	0
atleti	0	1	0
progressismo	0	1	0
populismo	0	1	0
giustizialista	0	2	0
fanatici	0	1	0
ambiente	0	1	0
governanti	0	1	0
induzione	0	1	0
geni	0	3	0
liberal	0	1	0
design	0	2	0
intellettualità	0	4	0
avanguardia	0	1	0
socialità	0	1	0
californiana	0	1	0
ricordi	0	1	0
processo	0	1	0
dati	0	1	0
liberali	0	5	0
capolavori	0	1	0
moralismo	0	3	0
sincronizzazione	0	1	0
consulente	0	2	0
mistica	0	1	0
depressi	0	1	0
apprendimento	0	2	0
contratti	0	1	0
cinema	0	1	0
progressista	0	2	0
cavaliere	0	1	0
coltura	0	1	0
contestatori	0	1	0
pacifismo	0	3	0
attributo	0	8	0
working	0	5	0
fuoriclasse	0	4	0
appartamento	0	1	0
utopie	0	1	0
godimento	0	1	0
rock	0	4	0
barboni	0	2	0
polizze	0	1	0
rifugiati	0	1	0
gente	0	2	0
lavoro	0	1	0
provocazioni	0	1	0
carosello	0	1	0
competizione	0	1	0
virus	0	1	0
insetto	0	1	0
infermieri	0	3	0
consulenti	0	5	0
carovana	0	1	0
liberisti	0	1	0
aquila	0	1	0
header	0	1	0
intestazione	0	1	0
merito	0	2	0
ideologi	0	1	0
razionalità	0	2	0
comparazione	0	1	0
reggenti	0	2	0
comunisti	0	2	0
coppia	0	2	0
scrupoli	0	1	0
pacifista	0	1	0
opinionista	0	2	0
censimento	0	1	0
mit	0	1	0
avanguardie	0	3	0
traduttore	0	2	0
nodi	0	1	0
organi	0	1	0
organo	0	1	0
dimostrazione	0	2	0
scopo	0	1	0
sport	0	1	0
donne	0	1	0
corsi	0	1	0
zombi	0	1	0
campagna	0	2	0
liberalizzazione	0	2	0
inedito	0	1	0
chiesa	0	1	0
vignette	0	3	0
discipline	0	1	0
rifiuti	0	1	0
animalisti	0	1	0
costituzionalismo	0	1	0
sostenitori	0	1	0
teologia	0	2	0
pensione	0	1	0
colori	0	4	0
sindacato	0	3	0
figli	0	1	0
messaggio	0	1	0
autobiografia	0	1	0
vampiri	0	1	0
americanizzazione	0	2	0
giornalismo	0	1	0
pagode	0	1	0
zombie	0	1	0
disegnatore	0	1	0
interconnessione	0	1	0
spiegazioni	0	1	0
cartella	0	1	0
promessa	0	1	0
protagonista	0	1	0
modello	0	1	0
amante	0	6	0
grasso	0	1	0
primavera	0	1	0
volta	0	2	0
proporzionalismo	0	1	0
candidati	0	1	0
media	0	1	0
classiche	0	2	0
sperimentazione	0	2	0
scuole	0	2	0
conclusione	0	2	0
umanesimo	0	4	0
attacchi	0	1	0
erba	0	1	0
sfigato	0	1	0
amicizia	0	1	0
sciopero	0	1	0
profondità	0	1	0
stratega	0	1	0
catastrofe	0	1	0
servizio	0	1	0
dotazione	0	1	0
plebiscito	0	1	0
lager	0	1	0
poesie	0	3	0
clienti	0	1	0
diga	0	1	0
convinzioni	0	2	0
colpi	0	1	0
tradizione	0	2	0
intolleranza	0	1	0
creatori	0	1	0
fans	0	1	0
snob	0	2	0
liberiste	0	1	0
industria	0	1	0
droga	0	1	0
cellule	0	1	0
scelte	0	2	0
amazzone	0	1	0
sessioni	0	1	0
localizzazione	0	1	0
blog	0	1	0
mercurio	0	1	0
convivenza	0	1	0
interrogazioni	0	1	0
naturalisti	0	1	0
talenti	0	1	0
americani	0	1	0
ricercatore	0	1	0
vitamina	0	1	0
riti	0	1	0
perdono	0	1	0
trasmissione	0	1	0
oggetti	0	1	0
fantasma	0	2	0
regista	0	2	0
compagni	0	2	0
chef	0	1	0
etica	0	2	0
satanisti	0	3	0
satelliti	0	1	0
appelli	0	1	0
scoop	0	4	0
concilio	0	1	0
chitarre	0	1	0
test	0	1	0
ciclisti	0	1	0
maschera	0	1	0
elettronica	0	1	0
sito	0	1	0
donna	0	1	0
jazz	0	1	0
pensiero	0	1	0
realismo	0	1	0
articolo	0	2	0
socialisti	0	1	0
concittadini	0	1	0
eroe	0	2	0
elicottero	0	1	0
astrologi	0	1	0
dottrina	0	1	0
colossal	0	1	0
raccolta	0	1	0
esaltazione	0	1	0
adorazione	0	1	0
musicisti	0	1	0
circuito	0	1	0
festa	0	2	0
nazionalisti	0	2	0
matrimoni	0	4	0
patriarca	0	3	0
tg	0	2	0
salvataggio	0	1	0
capitalisti	0	1	0
comandi	0	1	0
istruzione	0	2	0
conversione	0	1	0
omaggio	0	1	0
battaglie	0	1	0
nodo	0	1	0
demagogia	0	1	0
funky	0	1	0
dibattiti	0	1	0
appartenenza	0	1	0
dialogo	0	5	0
immagini	0	1	0
colloquio	0	2	0
flirt	0	1	0
giardiniere	0	1	0
franchising	0	2	0
psichedelia	0	1	0
malattia	0	1	0
golpe	0	2	0
valorizzazione	0	1	0
circo	0	2	0
argomentazione	0	2	0
argomentazioni	0	1	0
speranza	0	1	0
principio	0	1	0
serbatoi	0	2	0
cinismo	0	2	0
risposta	0	1	0
restaurazione	0	1	0
titolo	0	2	0
alternativi	0	1	0
medium	0	1	0
iman	0	2	0
fiabe	0	2	0
profeti	0	3	0
valutazioni	0	1	0
fuochi	0	1	0
riflessioni	0	1	0
canzoni	0	1	0
critiche	0	1	0
esperimento	0	1	0
asfalto	0	1	0
psicologia	0	1	0
psicoterapia	0	1	0
collasso	0	1	0
maturazione	0	1	0
alien	0	1	0
economisti	0	1	0
decisionalità	0	1	0
ologramma	0	2	0
modernità	0	3	0
facce	0	1	0
vintage	0	1	0
attrici	0	1	0
fenomeno	0	1	0
porcellana	0	1	0
riassunto	0	1	0
colto	0	2	0
sorelle	0	1	0
partita	0	1	0
risposte	0	1	0
carità	0	1	0
logos	0	1	0
dizionario	0	1	0
maghi	0	1	0
aristocratici	0	1	0
censura	0	1	0
serratura	0	1	0
omosessualità	0	1	0
carrier	0	1	0
rete	0	1	0
violenza	0	1	0
venditori	0	1	0
cristiani	0	1	0
candidatura	0	1	0
suoni	0	1	0
bagnino	0	1	0
nevrosi	0	1	0
osservazione	0	1	0
educazione	0	1	0
bara	0	1	0
periferia	0	1	0
antropologo	0	1	0
surf	0	1	0
dispositivi	0	1	0
gratuità	0	1	0
ambasciatore	0	1	0
individuo	0	1	0
morale	0	1	0
dolo	0	1	0
colpa	0	1	0
scandalo	0	1	0
statua	0	1	0
manifesto	0	1	0
ideologie	0	5	0
partecipazione	0	1	0
anoressia	0	1	0
alchimia	0	1	0
contenitore	0	1	0
bolscevichi	0	1	0
fine	0	1	0
streghe	0	1	0
allevamento	0	1	0
alleato	0	1	0
hippy	0	1	0
cristallo	0	1	0
circolare	0	1	0
talento	0	1	0
contenzioso	0	1	0
embrione	0	2	0
tregua	0	1	0
monaci	0	1	0
gruppo	0	1	0
nostalgici	0	1	0
ebay	0	1	0
giocatore	0	1	0
testi	0	1	0
consensi	0	1	0
elemento	0	2	0
opinionisti	0	1	0
tomba	0	1	0
history	0	1	0
albergo	0	1	0
lite	0	1	0
napster	0	1	0
bulgaro	0	1	0
accademici	0	1	0
repubblica	0	1	0
difesa	0	1	0
tastierista	0	1	0
operai	0	1	0
impero	0	2	0
specialità	0	1	0
clone	0	1	0
aule	0	1	0
potenza	0	1	0
metallari	0	2	0
addestratori	0	1	0
automobilisti	0	1	0
catalogo	0	1	0
nipoti	0	1	0
casco	0	1	0
estetista	0	1	0
surplus	0	1	0
anonimo	0	1	0
dittatore	0	1	0
programmatori	0	1	0
estremisti	0	1	0
famigliari	0	1	0
sfida	0	1	0
distribuzione	0	1	0
compratori	0	1	0
balla	0	1	0
deejay	0	1	0
campioni	0	2	0
diari	0	1	0
cassetta	0	1	0
materiale	0	2	0
manifestazioni	0	1	0
spaghetti	0	1	0
esorcista	0	2	0
motto	0	1	0
archivi	0	1	0
aeroporto	0	1	0
dibattito	0	1	0
sociologia	0	1	0
concezioni	0	1	0
omogeneità	0	1	0
mediazione	0	1	0
bando	0	1	0
esponenti	0	1	0
messaggi	0	3	0
hacker	0	1	0
allenatore	0	1	0
acronimo	0	1	0
registi	0	2	0
razzismo	0	1	0
emancipazione	0	1	0
fusioni	0	1	0
sogno	0	1	0
automa	0	1	0
soci	0	1	0
allievi	0	1	0
atmosfera	0	1	0
lesbica	0	1	0
solidarietà	0	1	0
modernizzazione	0	1	0
nipponici	0	2	0
preparazione	0	1	0
decreto	0	1	0
amicizie	0	1	0
discorso	0	2	0
soggettività	0	1	0
sanitari	0	1	0
curriculum	0	1	0
spettacolo	0	1	0
regalo	0	1	0
forme	0	1	0
innocenza	0	1	0
zampe	0	1	0
cazzate	0	2	0
avvocato	0	1	0
requisiti	0	1	0
scoperte	0	1	0
strutture	0	1	0
poliziesco	0	1	0
urgenza	0	2	0
riformismo	0	1	0
federalisti	0	1	0
vampiro	0	1	0
laici	0	1	0
agenti	0	1	0
cantanti	0	1	0
ricevuta	0	1	0
dimostrazioni	0	1	0
sesso	0	1	0
moglie	0	2	0
credito	0	1	0
moralisti	0	1	0
