NOUN	WIKICONLL	ITWAC	REPUBBLICA
juve	0	0	1
minimalismo	0	0	1
consultazioni	0	0	3
big	1	0	2
antico	0	0	1
intervista	1	5	1
legge	0	13	3
svezia	0	0	1
mozart	0	0	2
rossini	0	0	2
campagna	0	13	13
investitura	0	2	1
natalizio	0	0	6
sessantotto	0	1	5
opa	0	0	1
carrà	0	0	1
elezione	0	3	2
democristiani	0	0	1
parto	2	17	3
gasolio	0	0	1
crash	0	0	4
consiglio	0	37	16
convention	0	3	1
esercizio	14	21	2
incarico	0	2	3
accordi	0	16	11
lancio	11	21	3
europei	0	0	12
prove	0	0	2
fabbricato	0	2	1
trionfo	0	0	2
rock	1	2	1
ruolo	0	649	3
natalizi	0	0	6
glasnost	0	2	2
sentenza	0	1	4
spadolini	0	0	1
milan	0	0	1
maradona	0	0	1
messico	0	0	1
biglietto	0	2	1
razzismo	0	0	5
giro	0	5	2
esami	0	14	4
recensore	0	0	1
verifica	1	14	2
rivalutazione	0	0	1
affidamento	0	1	1
parco	2	136	1
inaugurazione	0	21	8
missione	2	8	1
colombiano	9	2	1
colombiana	1	4	3
guatemala	0	0	1
tecnologica	0	0	1
nati	1	1	2
scolastica	0	0	1
crollo	0	10	2
crack	0	1	4
supermarket	0	0	1
impressionismo	0	1	2
beatles	1	0	3
partita	18	175	20
prototipo	2	0	2
fiat	0	0	1
imposte	0	10	18
votazione	0	0	1
crac	0	0	9
depressione	0	0	1
hippies	0	0	2
morte	11	60	3
qualifiche	9	13	14
privatizzazioni	0	1	1
oscar	0	0	9
dadaismo	0	0	1
lettore	0	3	1
inquadramento	0	0	1
romana	8	2	1
rio	0	0	1
adozione	0	11	5
romantici	2	2	1
sondaggi	0	1	1
salone	0	0	1
obbligo	0	13	1
anestesia	1	12	5
referendum	0	11	4
selezione	6	204	18
fattibilità	0	79	2
contenzioso	0	8	3
collina	0	3	1
week	0	0	2
cristiana	3	0	1
prova	0	1	1
rebecca	0	0	1
grand	0	0	1
tg	2	1	2
alternativa	0	0	7
nunzio	0	0	1
anni	0	6	2
finanziaria	0	1	1
embrioni	0	62	16
stalinista	0	1	1
catalogo	0	0	1
vietnam	0	0	2
catalogazione	0	1	1
scalata	0	0	1
introduzione	0	0	1
maman	3	0	6
giudizio	1	137	8
scala	0	0	1
strutturalismo	0	0	1
riunificazione	0	3	3
platonismo	0	0	1
assegnazione	0	3	6
produzioni	2	6	1
art	1	1	1
recessione	0	3	8
perestrojka	0	0	2
schimberni	0	0	2
fidelio	0	0	1
relazioni	0	0	1
thatcher	0	0	3
boom	0	24	3
consultazione	0	11	5
cinecittà	0	0	1
embrione	0	211	31
liberalizzazione	0	8	2
femminismo	0	1	3
esistenze	2	13	1
sanatoria	0	0	1
asta	4	22	5
mercato	0	5	2
walesa	0	0	1
dada	0	0	1
televisiva	0	0	1
invasione	3	5	6
apertura	4	139	14
espressionista	0	0	2
ultimatum	0	0	5
papà	0	0	3
reagan	0	0	1
sciopero	0	0	1
marxista	0	0	2
marx	0	0	1
fusione	1	2	6
adolescente	0	28	1
indagini	0	0	1
inflazione	0	0	1
europeo	1	0	4
studio	0	9	1
iscrizioni	1	231	11
attacco	1	0	1
fly	0	0	1
stato	1	1	1
esportazione	0	0	1
massacro	0	1	1
contratti	0	259	5
registrazione	3	78	5
tunnel	0	0	1
era	0	0	1
pinochet	0	0	1
davis	0	0	1
ungheria	0	0	1
vernissage	0	0	1
new	0	0	1
istituzionale	0	0	1
unificazione	0	0	2
islamica	2	0	1
jalta	0	0	1
golfo	0	0	2
versailles	0	0	1
golpe	0	2	4
scuola	2	111	2
colloqui	0	2	2
assunzione	0	7	3
juniores	29	12	1
suicidio	0	0	1
rapporto	0	4	2
terrorismo	0	1	2
corso	0	20	1
test	2	125	3
assemblaggio	0	4	1
pensionati	0	9	10
gladio	0	0	1
concezione	0	2	1
g	0	0	1
sceneggiature	0	0	1
stagione	20	63	2
organizzazione	0	1	2
germania	0	0	1
mutazione	0	6	1
sceneggiatura	0	3	2
promozione	0	1	2
transizione	1	1	2
fiducia	0	2	1
welfare	0	0	1
campionati	1	1	1
determinazione	0	6	1
scandalo	0	0	2
verbale	0	1	1
olimpico	3	2	5
tattiche	0	1	2
liquidazione	0	0	2
desertificazione	0	0	1
incriminazione	0	0	2
sorteggio	0	0	1
dichiarazione	0	3	3
fidanzamento	0	0	1
tour	2	6	1
uefa	0	0	1
elezioni	0	27	3
arresti	0	0	1
chiusura	0	8	2
decisione	0	5	1
assemblea	0	3	4
concessioni	0	0	1
pillola	0	0	1
comizio	0	0	4
debutto	5	1	2
adolescenti	6	66	3
di	0	0	2
appennino	1	3	1
anteprima	0	0	1
acquisto	0	10	3
martinazzoli	0	0	1
mickey	0	0	1
tribunale	0	0	1
scozia	0	0	1
visita	0	7	1
turchia	0	0	1
tex	0	0	1
risveglio	0	0	1
aperitivi	0	0	1
genova	0	0	1
pescara	0	0	1
clinton	0	0	1
iscrizione	0	425	5
trianon	0	0	1
istruttoria	0	32	3
mobilitazione	0	0	3
assunzioni	0	2	1
vigilia	0	1	1
primavera	0	49	6
collocamento	0	1	4
rivoluzioni	0	0	1
politico	0	0	2
mani	0	1	6
scelta	0	6	1
insurrezione	0	1	1
esistenzialista	1	0	2
condanna	0	0	1
ritiro	3	57	11
ferragosto	0	4	2
infortunio	5	9	1
velasco	0	0	1
dittatura	0	0	1
impianto	4	812	7
tangentopoli	0	3	21
qualificazione	6	42	3
datazione	0	0	1
modernità	0	23	1
capitalismo	0	0	1
selezionatori	0	0	1
offerta	0	0	2
adesione	6	203	6
voto	0	30	5
biscione	0	0	1
gardini	0	0	1
conservatorio	0	0	1
prima	0	0	1
homo	1	0	1
facciata	0	0	1
ripresa	1	1	1
convegno	1	13	1
addio	0	0	1
berlusconi	0	0	2
fascismo	2	5	1
iniziative	0	0	2
zanetti	0	0	1
designazione	0	0	2
svizzera	0	0	1
avviso	1	3	2
immatricolazioni	0	5	1
guerra	11	33	2
velez	0	0	1
pubblicità	0	3	1
walt	0	0	1
dimissioni	0	4	5
sessanta	0	0	1
aperture	0	16	1
born	0	0	1
babies	0	0	3
bambini	0	0	1
dietor	0	0	1
divorzio	0	2	1
acceleratore	2	0	1
avvio	0	16	1
fascisti	0	0	1
vienna	0	0	1
raduno	0	14	1
potenza	0	15	2
clinica	0	2	1
assegnazioni	0	4	2
blair	0	0	1
operatori	2	21	1
tregua	0	0	1
atlanta	0	0	1
registrazioni	1	18	2
marketing	0	7	3
coppa	0	1	1
yuppie	0	0	1
ammortamento	1	45	1
scissione	1	5	3
cernobyl	0	0	1
barba	0	0	1
mitterrand	0	0	1
olimpiadi	0	0	2
stampa	2	31	2
spot	0	0	1
concorso	1	4	1
riscaldamento	7	18	2
alleanza	0	0	1
maastricht	0	0	3
internet	3	16	1
rivolta	0	0	1
invicta	0	0	1
inserimento	0	28	1
bancarotta	0	0	2
pagamento	0	82	1
adesioni	0	11	2
difesa	0	1	1
intervento	6	16	1
travaglio	0	3	1
turismo	0	1	1
politica	0	0	1
inghilterra	0	0	1
scioglimento	1	1	1
budget	0	3	1
bicamerale	0	0	2
merlin	0	0	1
millennium	2	1	2
atlante	0	0	1
euro	1	32	3
qualifica	4	30	1
atomica	0	0	1
palazzo	1	0	1
bossi	0	0	1
mortem	0	0	1
presentazioni	0	0	1
ascolti	0	4	1
madonna	3	0	1
tensioni	0	0	1
sonno	0	5	1
moderni	2	0	2
colpo	0	0	1
adolescenza	1	51	2
manovra	0	0	1
ins	0	0	1
cena	0	15	1
cottura	0	1	1
mobutu	0	0	1
secessione	0	1	1
nazista	0	0	1
consumismo	0	0	1
turno	0	1	1
rialzo	0	0	1
parcella	0	1	1
giubileo	0	4	4
censura	0	5	1
federali	0	0	1
inchiesta	0	5	4
lunedì	0	0	1
barocche	0	0	1
irap	0	0	1
match	2	11	1
revisione	0	10	2
salario	0	2	1
terremoto	1	3	2
zaccheroni	0	0	1
libertà	0	0	1
cella	0	0	1
annuncio	0	2	1
ascolto	1	24	1
paraguay	0	0	1
processo	1	3	13
ampliamento	0	0	1
comprensione	3	36	2
ulivo	0	2	2
privatizzazione	0	0	1
forme	1	2	1
incentivi	0	0	1
raccolta	0	11	2
cupola	0	0	1
esecuzione	0	0	1
cit	0	0	1
millennio	0	0	1
brindisi	0	0	1
consulta	0	0	1
stampi	0	0	1
in	0	0	2
riconoscimento	0	17	1
influenza	0	2	1
latine	0	1	1
cipe	0	11	3
accoglienza	0	7	1
militare	0	0	1
posizionamento	0	11	2
esperienze	0	1	1
positivista	0	0	1
quotazione	0	2	1
partito	0	4	1
federalismo	0	1	1
identificazione	0	1	1
conclave	0	16	1
lee	0	0	1
primarie	0	0	2
tavoli	0	0	1
contatti	0	1	1
aborto	0	1	1
occidentale	0	0	1
contestazione	0	0	1
bonus	0	0	1
benzina	0	0	1
newport	0	0	1
partenza	1	52	2
telecom	0	0	1
assedio	0	0	1
norme	0	1	1
moderno	0	0	1
candidatura	0	4	1
malpensa	0	0	1
portogallo	0	0	1
religiosa	0	0	1
monsone	0	1	1
bonsai	1	3	0
attivazione	1	7	0
romano	3	0	0
cristiano	3	0	0
monete	1	0	0
normanna	2	0	0
mrna	19	0	0
rna	8	0	0
gate	2	0	0
doors	1	0	0
vulgata	2	0	0
olimpiade	1	0	0
telescopio	1	0	0
rilascio	28	2	0
sequenza	89	36	0
nirvana	1	0	0
marzo	1	0	0
conformazione	1	2	0
anconetani	1	0	0
sapiens	3	0	0
shared	4	0	0
ittiti	1	0	0
singolarità	1	0	0
agonismo	1	4	0
imperiale	2	0	0
crisis	20	5	0
esistenza	6	35	0
case	2	0	0
conoscenza	3	3	0
season	33	30	0
macintosh	2	0	0
decremento	1	2	0
system	1	0	0
mac	1	0	0
costruzione	1	1	0
moneta	2	0	0
nuclei	2	1	0
pontificato	3	0	0
operazioni	1	0	0
ordine	10	21	0
indipendenza	2	1	0
comprensioni	2	12	0
fab	2	0	0
peri	1	1	0
anglosassoni	1	0	0
alpi	3	1	0
urina	2	3	0
strappo	1	0	0
queen	1	0	0
elaborazione	7	16	0
titolo	2	3	0
filtro	2	3	0
sostituzione	1	0	0
definizione	1	7	0
convocati	8	0	0
inizio	3	9	0
impero	1	0	0
recording	1	0	0
scienza	1	7	0
draft	2	7	0
cbs	3	0	0
ritornello	2	1	0
alpine	1	0	0
show	7	12	0
appello	1	24	0
destinazione	2	6	0
boot	2	1	0
evoluzioni	85	0	0
dreadnought	46	0	0
release	53	33	0
alpino	1	0	0
campagne	1	0	0
jugoslavia	1	0	0
rc	4	0	0
blind	1	0	0
bend	2	0	0
romane	4	0	0
cc	1	0	0
classico	3	0	0
discussione	1	3	0
start	1	1	0
modern	3	0	0
rivoluzionari	2	0	0
sumo	1	0	0
termine	2	38	0
nascita	1	8	0
metro	6	0	0
espressionisti	1	2	0
amplificatore	2	5	0
federazione	1	0	0
industrializzazione	1	9	0
cesare	1	0	0
essere	1	0	0
ormone	1	0	0
distruzione	1	0	0
scientifico	1	0	0
prototipi	1	0	0
punk	1	0	0
esposizione	5	24	0
adattamenti	1	0	0
indoeuropeo	3	0	0
convocazione	1	1	0
terapia	1	3	0
romantico	2	4	0
compilatore	1	7	0
evoluzione	22	0	0
contest	2	1	0
so	1	0	0
finanziamento	1	28	0
bonifica	1	3	0
espressività	3	5	0
nata	1	0	0
compressione	2	0	0
alpha	2	8	0
illuminismo	2	9	0
codice	3	1	0
ordini	4	15	0
umanisti	1	0	0
comunisti	1	0	0
processori	1	1	0
gap	1	2	0
sganciamento	1	0	0
serata	2	92	0
pubblicazioni	1	6	0
restyling	11	1	0
riformatori	1	0	0
bundesliga	1	0	0
concilio	1	6	0
orientamento	2	10	0
sassone	1	0	0
carestia	1	0	0
obesità	1	0	0
pubblica	1	0	0
cei	1	0	0
ceramica	1	0	0
unitari	4	2	0
uscita	1	7	0
riserva	3	59	0
regolazioni	1	0	0
teen	5	0	0
deep	1	0	0
risc	1	0	0
distribuzione	1	3	0
cognitivismo	1	0	0
generazione	1	0	0
battle	3	0	0
commercializzazione	1	1	0
processing	4	23	0
flop	5	0	0
combustione	1	2	0
umanista	1	0	0
competenze	2	2	0
white	1	0	0
formula	1	0	0
decollo	2	1	0
schizofrenia	1	2	0
disney	3	0	0
classicismo	1	1	0
battaglia	1	9	0
adattamento	1	3	0
preparazione	1	3	0
a	2	0	0
metrò	1	0	0
umane	1	0	0
olimpica	4	0	0
wimbledon	1	0	0
blue	1	0	0
valvole	1	0	0
bruciatori	1	0	0
game	1	3	0
islamici	1	0	0
bimba	1	0	0
neanderthal	1	4	0
van	1	0	0
trial	2	2	0
clovis	4	0	0
migrazioni	1	0	0
dark	1	0	0
islamico	2	0	0
greca	1	0	0
divisione	1	0	0
latini	1	0	0
ricovero	1	21	0
azione	1	0	0
college	1	2	0
supereroe	1	0	0
collisione	2	0	0
ricerca	2	5	0
ottomana	1	0	0
ammissione	2	14	0
celebrità	1	0	0
processamento	2	9	0
seminario	2	6	0
trattamento	2	107	0
compleanno	1	0	0
libertadores	8	0	0
vita	1	11	0
drop	1	0	0
tribolazione	1	14	0
infezione	1	0	0
eccitazione	3	4	0
modello	1	2	0
safe	5	2	0
civil	1	0	0
amplificatori	2	3	0
universitari	2	11	0
borsa	1	0	0
autonomia	2	4	0
album	1	1	0
dico	1	0	0
hospital	1	0	0
salvataggio	1	0	0
order	4	13	0
proibizionismo	1	0	0
olimpici	1	1	0
dinner	3	17	0
schieramento	1	0	0
visione	2	34	0
flash	3	6	0
progettazione	1	5	0
diabetici	1	5	0
main	3	0	0
filtraggio	1	5	0
elaboratori	1	1	0
pubertà	1	1	0
cellulare	1	0	0
angel	2	0	0
medicina	1	0	0
b	2	0	0
arco	1	0	0
replicazione	4	0	0
clear	1	0	0
camera	1	9	0
processore	2	27	0
shang	1	0	0
pasto	1	2	0
realizzazione	1	0	0
classica	1	0	0
loading	1	0	0
romani	1	0	0
han	1	0	0
progetto	3	18	0
umano	1	0	0
vendite	1	4	0
mammiferi	2	0	0
scoperta	7	1	0
trattato	1	0	0
sesso	1	0	0
scontro	1	0	0
combattimento	3	2	0
industriali	1	1	0
disponibilità	2	3	0
veggenza	1	13	0
cognizione	1	6	0
occupazione	1	15	0
pianificazione	1	7	0
malattia	2	5	0
repubblica	1	0	0
germanico	1	0	0
uso	1	2	0
programmazione	2	2	0
ere	1	0	0
nane	1	0	0
xx	1	0	0
unitario	1	0	0
cri	1	0	0
storia	1	7	0
recovery	1	0	0
recupero	1	1	0
vaccinazione	1	1	0
banchetto	1	0	0
lista	2	2	0
prenotazione	1	9	0
x	1	0	0
latino	1	1	0
collezione	1	1	0
lingua	1	0	0
australia	1	0	0
universitario	1	0	0
posizione	1	1	0
pdu	1	0	0
amplificazione	1	4	0
diagnosi	1	4	0
ispanici	1	0	0
pubblicazione	1	4	0
catecumenato	2	7	0
digestione	1	5	0
collections	2	0	0
serbatoio	1	0	0
carico	1	3	0
rally	1	0	0
candidati	2	4	0
kurgan	1	0	0
conference	1	9	0
medical	1	0	0
atlantica	1	0	0
atlantico	1	0	0
school	2	4	0
porno	1	0	0
zoo	1	0	0
roman	1	0	0
hung	1	0	0
cerimonia	1	1	0
iniezione	2	4	0
getto	1	0	0
greci	1	0	0
angkor	2	0	0
montaggio	1	4	0
laurea	2	58	0
corpo	1	0	0
fix	1	0	0
salto	1	0	0
arab	1	0	0
cantante	1	0	0
canale	1	0	0
fioritura	1	3	0
iniezioni	1	1	0
epidemia	1	0	0
norvegese	2	0	0
confezionamento	1	4	0
evoluzionismo	3	0	0
engineering	1	0	0
flight	1	1	0
ora	6	0	0
socialista	1	0	0
concerto	1	25	0
greco	1	0	0
diploma	1	2	0
radiation	1	0	0
corsi	1	35	0
offset	3	0	0
ii	1	0	0
nomina	1	0	0
romanico	1	0	0
luce	0	3	0
suono	0	2	0
forma	0	5	0
federalista	0	1	0
ossidazione	0	1	0
esodo	0	4	0
ira	0	8	0
sintesi	0	1	0
conoscenze	0	50	0
cultura	0	9	0
conferenze	0	127	0
citazione	0	1	0
immatricolazione	0	26	0
bilancio	0	4	0
industrial	0	1	0
selection	0	17	0
enfasi	0	9	0
caduta	0	5	0
sistema	0	1	0
zona	0	41	0
cambio	0	42	0
production	0	7	0
programma	0	7	0
cooperativa	0	2	0
installazione	0	18	0
immagini	0	2	0
candidato	0	5	0
vivaio	0	1	0
restauro	0	3	0
messa	0	5	0
avanguardista	0	2	0
importazione	0	1	0
parchi	0	1	0
incidente	0	6	0
discesa	0	3	0
investimento	0	23	0
consolidamento	0	10	0
sanzioni	0	3	0
formulazione	0	3	0
proposta	0	24	0
iscritti	0	23	0
screening	0	25	0
scrutinio	0	3	0
inquinamento	0	1	0
matrimonio	0	13	0
visualizzazione	0	21	0
occupazioni	0	2	0
imputazione	0	10	0
beta	0	3	0
struttura	0	9	0
rocket	0	1	0
scelte	0	4	0
informazione	0	17	0
statistica	0	1	0
crediti	0	1	0
testi	0	26	0
approvazione	0	10	0
inizializzazione	0	1	0
avviamento	0	4	0
visto	0	21	0
antipasto	0	37	0
atti	0	18	0
invito	0	3	0
crime	0	1	0
dieta	0	3	0
medioevo	0	1	0
fase	0	13	0
esperienza	0	6	0
crimine	0	22	0
prenotazioni	0	9	0
tax	0	4	0
stazione	0	11	0
globalizzazione	0	5	0
scavo	0	2	0
bonelli	0	1	0
stallo	0	1	0
delibera	0	1	0
credenza	0	1	0
romina	0	2	0
letargo	0	3	0
decisioni	0	2	0
setting	0	1	0
doccia	0	1	0
mare	0	1	0
moderazione	0	17	0
cog	0	13	0
reazioni	0	11	0
proteste	0	11	0
home	0	7	0
abilitazione	0	2	0
statuto	0	1	0
urbanizzazione	0	8	0
war	0	2	0
concetto	0	10	0
industria	0	2	0
diffusione	0	3	0
migrazione	0	1	0
lettura	0	22	0
laboratorio	0	3	0
messe	0	2	0
caricamento	0	10	0
chip	0	3	0
anima	0	3	0
alimentazione	0	42	0
linguistica	0	1	0
condizionamento	0	6	0
istallazione	0	1	0
udienza	0	4	0
alluvione	0	3	0
mossa	0	8	0
eruzione	0	3	0
uragani	0	2	0
monadi	0	1	0
valenza	0	4	0
genitori	0	3	0
erogazione	0	2	0
semina	0	16	0
esibizioni	0	1	0
teens	0	1	0
evangelizzazione	0	15	0
concepimento	0	14	0
band	0	1	0
trasporto	0	1	0
ballo	0	2	0
intermedio	0	5	0
discoteca	0	14	0
satellitare	0	1	0
proposte	0	18	0
guarigione	0	1	0
serre	0	1	0
cancro	0	8	0
femministi	0	1	0
formazione	0	42	0
concezioni	0	6	0
pilota	0	5	0
terminalità	0	4	0
trade	0	1	0
esordio	0	5	0
decoder	0	28	0
sud	0	1	0
rientro	0	1	0
allargamento	0	15	0
press	0	10	0
tsunami	0	1	0
tore	0	1	0
contagio	0	6	0
adozioni	0	1	0
regata	0	38	0
negoziazione	0	2	0
valutazione	0	32	0
fondazione	0	4	0
questionario	0	1	0
certificazione	0	2	0
protostoria	0	7	0
collaboratore	0	1	0
filosofia	0	5	0
collaudo	0	2	0
lato	0	1	0
gio	0	1	0
dominanza	0	1	0
ospedaliero	0	1	0
sole	0	2	0
yuppies	0	1	0
competitività	0	1	0
sfiducia	0	1	0
elaborazioni	0	1	0
incubatore	0	7	0
ipotesi	0	3	0
socialità	0	1	0
editing	0	2	0
primary	0	3	0
pulitura	0	3	0
impostazioni	0	1	0
canzone	0	3	0
accertamento	0	13	0
esaurimento	0	3	0
hippy	0	2	0
venzione	0	12	0
testing	0	9	0
dessert	0	13	0
scudetto	0	1	0
accesso	0	5	0
ipertensione	0	3	0
richiesta	0	4	0
deployment	0	1	0
toro	0	2	0
richieste	0	1	0
media	0	1	0
compostaggio	0	1	0
esperimento	0	2	0
testa	0	1	0
accreditamento	0	7	0
normazione	0	2	0
canto	0	4	0
conflitto	0	4	0
sperimentazione	0	3	0
drifting	0	1	0
elf	0	2	0
fregatura	0	2	0
audit	0	7	0
verifiche	0	2	0
collasso	0	6	0
disco	0	38	0
apprendistato	0	4	0
alfabetizzazione	0	9	0
matematica	0	4	0
logica	0	16	0
religione	0	4	0
esplosione	0	1	0
omicidio	0	1	0
griglia	0	6	0
web	0	5	0
giustificazione	0	1	0
mucca	0	1	0
potenti	0	5	0
respingimento	0	2	0
apocalisse	0	1	0
fatti	0	7	0
impresa	0	4	0
coppe	0	1	0
menopausa	0	30	0
spazio	0	5	0
donazione	0	1	0
notifica	0	2	0
domanda	0	8	0
domande	0	1	0
personalizzazione	0	3	0
autorizzazione	0	3	0
cicogna	0	1	0
illuministi	0	2	0
bagagli	0	2	0
electronic	0	1	0
mezzogiorno	0	1	0
finali	0	16	0
proiezione	0	1	0
tragedia	0	1	0
macellazione	0	8	0
insediamenti	0	1	0
sessione	0	4	0
cronaca	0	1	0
allenamento	0	7	0
fabbricazione	0	2	0
stima	0	2	0
personale	0	3	0
posting	0	3	0
rappresentazione	0	1	0
training	0	5	0
watching	0	1	0
uomo	0	1	0
prospettiva	0	1	0
ipo	0	2	0
potere	0	1	0
cristianesimo	0	1	0
equilibrio	0	1	0
carcere	0	3	0
ibernazione	0	2	0
load	0	1	0
trauma	0	3	0
monitoraggio	0	4	0
impianti	0	2	0
shock	0	2	0
dissesto	0	6	0
campeggio	0	1	0
pulcini	0	1	0
piano	0	6	0
segnalazione	0	3	0
concerti	0	2	0
stipendio	0	2	0
autunno	0	2	0
soggetti	0	1	0
istruttorie	0	3	0
cereali	0	1	0
cimitero	0	1	0
bossa	0	1	0
seminari	0	4	0
noviziato	0	3	0
film	0	7	0
stadio	0	1	0
presidente	0	2	0
settecento	0	1	0
zie	0	1	0
controriforma	0	1	0
vacanza	0	5	0
delirio	0	2	0
lavoro	0	5	0
palio	0	3	0
arie	0	1	0
stazioni	0	7	0
headliner	0	1	0
attentati	0	1	0
booking	0	1	0
convegni	0	4	0
cantata	0	1	0
utilizzo	0	1	0
ingresso	0	8	0
sales	0	8	0
accettazione	0	6	0
vitamina	0	1	0
cantieri	0	1	0
estate	0	2	0
processor	0	11	0
cani	0	1	0
participation	0	1	0
immersione	0	1	0
master	0	3	0
compito	0	3	0
avvertimento	0	2	0
segnalamento	0	3	0
gestione	0	5	0
evento	0	6	0
rifornimento	0	2	0
individualità	0	1	0
incontri	0	4	0
fine	0	2	0
eternità	0	5	0
calcolo	0	5	0
musica	0	1	0
alba	0	5	0
dizioni	0	1	0
secessionista	0	1	0
trattamenti	0	7	0
aumenti	0	2	0
destino	0	1	0
allocazione	0	2	0
op	0	3	0
libri	0	3	0
ciclo	0	5	0
rilevazione	0	1	0
università	0	2	0
miti	0	1	0
format	0	1	0
vista	0	2	0
ring	0	4	0
progresso	0	1	0
deposizione	0	1	0
sentimento	0	3	0
opinione	0	1	0
nido	0	2	0
blog	0	3	0
risposta	0	1	0
iscritto	0	2	0
surrealista	0	1	0
cellulari	0	1	0
party	0	8	0
analisi	0	17	0
club	0	1	0
archivio	0	1	0
vacanziero	0	4	0
impostazione	0	1	0
intenzioni	0	1	0
divinità	0	1	0
consenso	0	2	0
gare	0	1	0
dottorato	0	4	0
pensione	0	2	0
governo	0	1	0
discorso	0	1	0
bagno	0	1	0
inferno	0	1	0
povertà	0	2	0
versioni	0	1	0
riforme	0	2	0
intra	0	2	0
omologazione	0	1	0
assemblee	0	1	0
cognizioni	0	4	0
install	0	5	0
convenzione	0	2	0
balzo	0	2	0
asilo	0	3	0
dimissione	0	6	0
società	0	1	0
allertamento	0	7	0
centri	0	1	0
voti	0	1	0
carica	0	3	0
istruzione	0	4	0
separazione	0	3	0
factor	0	2	0
isolamento	0	1	0
filtering	0	1	0
consumo	0	7	0
persona	0	12	0
immaginazione	0	1	0
set	0	2	0
intifada	0	2	0
bastone	0	2	0
eccellenza	0	1	0
fuoco	0	2	0
bozza	0	2	0
trattati	0	1	0
congedo	0	6	0
napster	0	3	0
leggi	0	9	0
logiche	0	4	0
anime	0	1	0
weimar	0	1	0
doc	0	5	0
playoff	0	1	0
linking	0	1	0
menu	0	2	0
scrittura	0	16	0
apprendimento	0	3	0
sentimenti	0	1	0
notifiche	0	1	0
sera	0	1	0
carolingia	0	1	0
trasfusione	0	1	0
buffet	0	1	0
mandato	0	1	0
accensione	0	4	0
soci	0	1	0
condivisione	0	1	0
prodotto	0	3	0
mix	0	8	0
figurazione	0	2	0
distorsione	0	2	0
corsa	0	5	0
pulizia	0	1	0
storico	0	1	0
vacanzieri	0	2	0
paralisi	0	1	0
output	0	2	0
impegno	0	14	0
viste	0	9	0
ricostruzione	0	1	0
sabato	0	2	0
grunge	0	4	0
celebrazione	0	1	0
bosman	0	1	0
cattura	0	1	0
