NOUN	WIKICONLL	ITWAC	REPUBBLICA
fidanzamento	0	0	1
giovani	0	1	4
rivolta	0	1	2
sorpresa	0	0	1
alibi	0	0	1
imputato	0	0	1
ko	0	0	1
artista	0	0	1
tessera	0	0	1
tragedia	0	0	1
elogio	0	0	1
jazz	0	1	1
cinema	0	1	1
regime	0	2	1
città	0	31	1
paralisi	0	3	2
abbandono	0	0	1
diritto	0	0	1
allarme	0	1	1
rottura	0	0	3
record	0	1	1
attrice	0	0	1
gol	1	8	15
comunismo	0	0	2
divorzio	0	0	1
democrazia	0	2	1
ministero	0	1	1
neofita	0	0	1
infarto	0	0	1
contratto	0	6	1
politica	0	0	1
federazione	0	0	1
periferia	0	0	2
ostaggio	0	0	1
scudetto	0	2	1
gospel	0	1	1
campagna	0	0	1
silenzio	0	4	5
personaggi	0	0	1
superman	0	0	1
colleghi	0	1	1
scioglimento	0	1	1
unicità	0	0	1
quiete	0	0	1
trionfo	1	0	2
scuse	0	0	1
candidati	0	0	1
disastro	1	0	1
esorcismo	0	0	1
normalizzazione	0	1	1
autogol	0	1	3
miracoli	0	0	1
coetanei	0	1	1
ministra	0	0	1
fede	0	0	1
capolavoro	0	4	1
ministro	0	0	1
partiti	0	0	1
uomo	0	1	1
vivo	0	0	1
bocciatura	0	0	1
compagno	0	0	2
manager	0	0	1
cubismo	0	0	1
rigore	0	2	2
carcerato	0	0	1
poveri	0	3	1
pensionati	0	2	1
il	0	0	1
automobili	0	0	1
donne	0	0	1
modello	0	0	1
italiano	0	0	1
miliardo	0	0	1
sconfitta	1	0	1
discendenti	0	0	1
vigilia	0	3	2
morto	0	0	1
testimone	0	0	1
mamme	0	1	1
plagio	0	0	1
sentenza	0	0	1
fascismo	0	0	1
perfezione	0	6	1
programma	0	1	1
adolescenti	0	0	1
anno	0	0	1
marito	0	3	1
smentita	0	0	1
pellicce	0	0	1
totalità	5	8	2
sprint	0	0	1
scelta	0	0	1
top	0	0	1
riformatorio	0	0	1
quasi	0	0	2
amichevole	0	0	1
diario	0	0	1
rap	0	3	1
federalismo	0	1	1
debutto	0	1	1
parlamento	0	0	1
divinità	0	0	1
risanamento	0	0	1
bambino	0	1	1
aventino	0	0	4
leader	0	0	1
candidato	0	1	1
don	0	0	1
suicidio	0	23	1
democratiche	0	0	1
olimpionico	0	0	1
boom	0	1	2
torpore	0	0	1
conferma	0	0	1
festa	0	0	1
evento	0	0	1
classico	0	0	1
omicidio	0	0	1
sovrano	0	0	1
conferme	0	0	1
inerzia	0	0	1
ammissione	0	0	1
azioni	0	0	1
depressione	0	1	1
mamma	0	1	1
crac	0	0	1
messaggio	0	0	1
funzionario	0	0	1
crollo	0	0	2
tipo	0	0	1
aggancio	0	0	1
pentito	0	0	1
sicurezza	0	3	1
impossibilità	0	3	1
favola	0	0	1
guerriglia	0	1	1
maggioritario	0	1	2
delusione	0	0	1
censimento	0	2	1
verità	0	0	1
matrimonio	0	0	1
assenza	0	4	1
golpe	0	0	2
cugino	1	0	2
letto	0	0	1
replica	0	0	1
stato	0	9	1
smorfia	0	0	1
monopolista	0	2	1
sardo	0	0	1
censura	2	0	1
coniuge	0	0	2
nozze	0	0	1
mandato	0	0	1
oblio	0	0	2
mogli	0	0	1
identificazione	0	0	1
indipendenza	1	0	1
mercedes	0	0	1
regina	0	0	1
gigante	0	0	2
fratello	0	0	1
commedia	0	0	1
stangata	0	0	1
decollo	0	0	1
suocera	0	1	1
professionista	0	0	1
santone	0	0	1
pornografia	0	0	1
diciottenni	0	0	1
nazista	0	0	1
amico	0	0	2
divano	0	0	1
emergenza	0	0	1
suv	0	0	1
familiari	0	0	1
battuta	0	0	1
cartello	0	0	1
sindacato	0	0	1
scoperta	0	1	1
sì	0	0	1
monaco	0	1	1
modo	0	0	1
sfiducia	0	0	1
premier	0	5	1
integrazione	2	1	0
monte	5	0	0
atomi	1	0	0
genere	2	0	0
particelle	3	2	0
morte	2	17	0
object	1	0	0
prigionia	1	0	0
satellite	9	2	0
satelliti	6	1	0
delitti	1	25	0
usufrutto	3	2	0
analogia	1	0	0
recitativo	1	0	0
immunità	1	0	0
sposa	1	0	0
benedizione	1	0	0
maledizione	1	0	0
religione	1	6	0
guerra	3	2	0
scioperi	1	0	0
anonimato	1	1	0
nil	1	0	0
a	1	0	0
playback	1	0	0
allieva	1	0	0
gemello	1	1	0
fine	1	1	0
mariti	1	0	0
degenerazione	1	0	0
verbali	1	0	0
radiocronista	1	0	0
guardia	1	0	0
centro	1	0	0
astrazione	1	0	0
risonanza	1	0	0
monarca	2	0	0
volo	1	0	0
empirismo	1	0	0
anello	7	0	0
anelli	6	0	0
corpi	1	0	0
corpo	1	0	0
essere	1	1	0
realismo	1	3	0
periodo	1	0	0
vuoto	1	8	0
monete	1	1	0
offset	1	0	0
investimento	1	0	0
ragazzo	1	0	0
campo	0	1	0
risultato	0	1	0
cittadini	0	4	0
ultimatum	0	1	0
logica	0	3	0
delitto	0	7	0
dipendenti	0	1	0
glaciazione	0	1	0
cittadino	0	1	0
detective	0	1	0
metà	0	1	0
caste	0	2	0
maggioranza	0	7	0
mercato	0	21	0
novità	0	1	0
sistemi	0	1	0
horror	0	1	0
acustica	0	1	0
nazismo	0	1	0
barone	0	1	0
sfondamento	0	1	0
territorio	0	3	0
governatori	0	1	0
veterano	0	1	0
deflazione	0	2	0
parità	0	2	0
positività	0	1	0
precedente	0	1	0
contemporaneità	0	1	0
esordio	0	1	0
accordi	0	1	0
povero	0	1	0
mercati	0	11	0
quotidiano	0	1	0
scandalo	0	1	0
esterno	0	1	0
immobilità	0	1	0
omonimo	0	7	0
parroco	0	1	0
balla	0	2	0
esordiente	0	4	0
cieca	0	1	0
farsa	0	1	0
cultura	0	2	0
vittima	0	1	0
summit	0	1	0
flop	0	1	0
soppressione	0	1	0
cristalli	0	26	0
cristallo	0	2	0
tenerezza	0	1	0
manifesto	0	5	0
martirio	0	3	0
diritti	0	2	0
noir	0	1	0
distretto	0	1	0
rissa	0	3	0
giurisdizione	0	4	0
povertà	0	4	0
random	0	1	0
partner	0	1	0
naturalità	0	1	0
sufficienza	0	1	0
statistica	0	1	0
nonsense	0	1	0
immortalità	0	4	0
cittadinanza	0	2	0
terrore	0	2	0
oggetto	0	1	0
sterminio	0	1	0
cronaca	0	1	0
invisibilità	0	5	0
genero	0	3	0
merce	0	1	0
cognato	0	1	0
reato	0	4	0
anima	0	1	0
odio	0	1	0
stagnazione	0	2	0
insegnante	0	1	0
sigla	0	3	0
remake	0	2	0
stroncatura	0	1	0
corso	0	1	0
logiche	0	1	0
bellezza	0	2	0
inglese	0	2	0
bazaar	0	2	0
insiemi	0	1	0
persone	0	1	0
domicilio	0	31	0
dance	0	2	0
singolo	0	2	0
caduta	0	1	0
protagonista	0	1	0
legge	0	5	0
choc	0	1	0
ministeri	0	1	0
mare	0	1	0
retrocessione	0	1	0
consulenti	0	1	0
soggetto	0	1	0
rifiuto	0	1	0
virus	0	2	0
stati	0	4	0
fumetto	0	1	0
musicisti	0	1	0
trasparenza	0	2	0
appunti	0	2	0
steady	0	1	0
esperimento	0	3	0
fantascienza	0	1	0
collasso	0	3	0
copia	0	1	0
museo	0	1	0
autostrada	0	1	0
disoccupato	0	2	0
maneggio	0	1	0
rinuncia	0	1	0
necessità	0	3	0
obbligo	0	2	0
fidanzata	0	1	0
teorie	0	1	0
parodia	0	1	0
vita	0	3	0
spot	0	1	0
divo	0	1	0
amore	0	2	0
acronimo	0	1	0
suocero	0	1	0
omologazione	0	1	0
tolleranza	0	1	0
citazioni	0	1	0
libretto	0	1	0
incidenti	0	4	0
comunità	0	1	0
capovolgimento	0	1	0
violenza	0	1	0
candidatura	0	2	0
embrione	0	2	0
ateismo	0	1	0
uccisione	0	1	0
scissione	0	2	0
tradimento	0	1	0
ballad	0	2	0
lego	0	1	0
falsetto	0	2	0
protettorato	0	1	0
adulti	0	1	0
banale	0	1	0
impotenza	0	2	0
apache	0	3	0
barbone	0	1	0
finale	0	1	0
regole	0	1	0
esperti	0	1	0
sconfitte	0	1	0
avvocato	0	1	0
culture	0	1	0
cedimento	0	1	0
valzer	0	1	0
sinonimi	0	3	0
pedofilo	0	1	0
filosofo	0	1	0
medico	0	2	0
colpo	0	2	0
pseudonimo	0	1	0
dominanza	0	1	0
storicismo	0	1	0
editoriale	0	1	0
genesi	0	1	0
isolamento	0	2	0
commissario	0	1	0
dub	0	1	0
gelati	0	1	0
uccelli	0	1	0
indifferenza	0	1	0
spettatori	0	1	0
permanenza	0	1	0
segmenti	0	1	0
sequenze	0	1	0
liberalizzazione	0	1	0
fiabe	0	1	0
tecnici	0	1	0
universitari	0	1	0
foto	0	1	0
referendum	0	1	0
specchi	0	1	0
cosa	0	1	0
dominazione	0	1	0
lusso	0	1	0
sinonimo	0	2	0
capo	0	1	0
adulto	0	1	0
unione	0	1	0
materia	0	1	0
infortuni	0	6	0
infortunio	0	1	0
mostro	0	1	0
storici	0	1	0
market	0	3	0
santo	0	1	0
abisso	0	1	0
grazia	0	1	0
liberazione	0	1	0
romanzieri	0	4	0
critico	0	2	0
filologo	0	2	0
partecipazione	0	1	0
religion	0	1	0
insulti	0	1	0
organismo	0	1	0
rendita	0	1	0
ovvietà	0	1	0
nazione	0	1	0
italiana	0	1	0
dono	0	1	0
visione	0	1	0
risse	0	1	0
indirizzo	0	1	0
sponsorizzazione	0	1	0
inattività	0	1	0
laureato	0	1	0
consenso	0	1	0
chiusura	0	1	0
legalizzazione	0	1	0
ladro	0	1	0
sposi	0	1	0
sordi	0	1	0
potenza	0	1	0
ottica	0	1	0
terra	0	1	0
contatto	0	1	0
ontologia	0	1	0
umanità	0	1	0
universalità	0	2	0
signori	0	1	0
campioni	0	2	0
ibernazione	0	1	0
caos	0	3	0
prova	0	1	0
integrale	0	1	0
cliente	0	1	0
coincidenza	0	2	0
commercializzazione	0	1	0
incarico	0	1	0
persona	0	1	0
televisione	0	1	0
proprietari	0	1	0
tv	0	1	0
avventura	0	1	0
strutture	0	1	0
indigenza	0	1	0
testa	0	1	0
conflitto	0	1	0
dualismo	0	1	0
piano	0	1	0
terrorista	0	2	0
figlio	0	1	0
lite	0	1	0
vetrate	0	2	0
moglie	0	2	0
tramonto	0	1	0
capolavori	0	1	0
infermiere	0	1	0
parrocchia	0	2	0
cameo	0	1	0
reggae	0	1	0
università	0	1	0
diva	0	1	0
schiavi	0	1	0
parentela	0	1	0
vacanza	0	2	0
giornalisti	0	1	0
promoter	0	1	0
elettori	0	1	0
vista	0	1	0
giocattolo	0	1	0
parente	0	2	0
concetto	0	3	0
previsione	0	1	0
osservazione	0	1	0
cadute	0	1	0
nani	0	1	0
imprese	0	1	0
teorema	0	1	0
re	0	1	0
autobiografia	0	2	0
pensione	0	1	0
impresa	0	1	0
pienezza	0	3	0
decreto	0	1	0
tipi	0	1	0
errori	0	1	0
suite	0	1	0
diocesi	0	1	0
opzione	0	1	0
option	0	1	0
provider	0	2	0
deserto	0	1	0
esclusività	0	1	0
riforma	0	1	0
blues	0	2	0
discoteca	0	1	0
sfida	0	1	0
suora	0	1	0
autonomia	0	1	0
disco	0	2	0
subordinazione	0	1	0
prigione	0	1	0
interazione	0	1	0
particella	0	1	0
pianeta	0	1	0
libri	0	1	0
coscienza	0	1	0
sociologa	0	1	0
notizia	0	1	0
innocenti	0	1	0
colpevoli	0	1	0
neonati	0	3	0
neonato	0	1	0
cinquantenni	0	1	0
stelle	0	2	0
calma	0	1	0
palla	0	2	0
divertimento	0	1	0
felicità	0	1	0
pensieri	0	1	0
luce	0	2	0
società	0	4	0
mistero	0	1	0
garanzia	0	1	0
compagni	0	1	0
af	0	1	0
neologismo	0	1	0
sanatoria	0	1	0
quarantenni	0	1	0
case	0	1	0
affitto	0	1	0
professionisti	0	1	0
metanolo	0	1	0
manufacturing	0	1	0
country	0	1	0
volontariato	0	1	0
riformisti	0	1	0
promessa	0	1	0
cielo	0	1	0
fenomeno	0	1	0
rivali	0	1	0
ladri	0	1	0
realista	0	3	0
uniformità	0	1	0
madre	0	1	0
assoluzione	0	1	0
gemelli	0	5	0
segreto	0	1	0
perfetti	0	1	0
eremita	0	1	0
millennio	0	1	0
simulazione	0	1	0
orfani	0	1	0
soluzione	0	2	0
rientro	0	1	0
duello	0	1	0
pensionato	0	1	0
relitto	0	1	0
oro	0	1	0
inferno	0	1	0
